source_id,file,sheet,cell,formula,shared_anchor,cached_value,cache_kind,external_reference,verification
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F120,'Water and Burning'!F98,,3.0332,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G120,'Water and Burning'!G98,,3.247208931419455,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H120,'Water and Burning'!H98,,4.0433,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I120,'Water and Burning'!I98,,3.2008,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J120,'Water and Burning'!J98,,20.836940123166727,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K120,'Water and Burning'!K98,,3.0831,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L120,'Water and Burning'!L98,,3.67720569857536,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C121,'Water and Burning'!C99,,4.0027,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D121,'Water and Burning'!D99,,3.1863,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E121,'Water and Burning'!E99,,20.396232543033445,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F121,'Water and Burning'!F99,,3.0826,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G121,'Water and Burning'!G99,,3.2545585789159945,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H121,'Water and Burning'!H99,,4.0146,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I121,'Water and Burning'!I99,,3.1714,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J121,'Water and Burning'!J99,,21.003337816968056,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K121,'Water and Burning'!K99,,3.0555,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L121,'Water and Burning'!L99,,3.6545374282651295,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C122,'Water and Burning'!C100,,4.0019,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D122,'Water and Burning'!D100,,3.1863,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E122,'Water and Burning'!E100,,20.38031934830955,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F122,'Water and Burning'!F100,,3.0824,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G122,'Water and Burning'!G100,,3.2608354517779348,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H122,'Water and Burning'!H100,,3.9961,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I122,'Water and Burning'!I100,,3.1592,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J122,'Water and Burning'!J100,,20.94291934636271,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K122,'Water and Burning'!K100,,3.0435,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L122,'Water and Burning'!L100,,3.6623195745758395,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C123,'Water and Burning'!C101,,4.0448,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D123,'Water and Burning'!D101,,3.2086,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E123,'Water and Burning'!E101,,20.673457278481017,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F123,'Water and Burning'!F101,,3.1052,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G123,'Water and Burning'!G101,,3.2225892912796907,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H123,'Water and Burning'!H101,,3.9224,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I123,'Water and Burning'!I101,,3.094,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J123,'Water and Burning'!J101,,21.119722618804822,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K123,'Water and Burning'!K101,,2.9807,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L123,'Water and Burning'!L101,,3.6619263089851244,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C124,'Water and Burning'!C102,,4.0455,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D124,'Water and Burning'!D102,,3.2173,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E124,'Water and Burning'!E102,,20.472129526634532,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F124,'Water and Burning'!F102,,3.113,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G124,'Water and Burning'!G102,,3.241848755167372,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H124,'Water and Burning'!H102,,4.0441,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I124,'Water and Burning'!I102,,3.1982,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J124,'Water and Burning'!J102,,20.91689127370738,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K124,'Water and Burning'!K102,,3.0799,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L124,'Water and Burning'!L102,,3.6989556625601923,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C125,'Water and Burning'!C103,,3.9376,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D125,'Water and Burning'!D103,,3.1291,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E125,'Water and Burning'!E103,,20.53281186509549,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F125,'Water and Burning'!F103,,3.0268,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G125,'Water and Burning'!G103,,3.269310664408298,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H125,'Water and Burning'!H103,,4.0521,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I125,'Water and Burning'!I103,,3.1957,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J125,'Water and Burning'!J103,,21.134720268502758,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K125,'Water and Burning'!K103,,3.0789,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L125,'Water and Burning'!L103,,3.6549112870419633,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C126,'Water and Burning'!C104,,3.8932,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D126,'Water and Burning'!D104,,3.1028,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E126,'Water and Burning'!E104,,20.302065139217106,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F126,'Water and Burning'!F104,,3.0016,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G126,'Water and Burning'!G104,,3.2615701946628843,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H126,'Water and Burning'!H104,,4.0893,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I126,'Water and Burning'!I104,,3.2416,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J126,'Water and Burning'!J104,,20.729709241190417,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K126,'Water and Burning'!K104,,3.1216,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L126,'Water and Burning'!L104,,3.701875616979273,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C127,AVERAGE(C120:C126),C127,3.9807142857142854,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D127,AVERAGE(D120:D126),C127,3.166485714285714,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E127,AVERAGE(E120:E126),C127,20.453478389925976,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F127,AVERAGE(F120:F126),C127,3.063542857142857,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G127,AVERAGE(G120:G126),C127,3.251131695375947,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H127,AVERAGE(H120:H126),C127,4.023128571428571,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I127,AVERAGE(I120:I126),C127,3.1801285714285714,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J127,AVERAGE(J120:J126),C127,20.954891526957557,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K127,AVERAGE(K120:K126),C127,3.0633142857142857,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L127,AVERAGE(L120:L126),C127,3.6731045109975544,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C128,STDEV(C120:C126),C128,0.05840820229418201,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D128,STDEV(D120:D126),C128,0.043942819988838144,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E128,STDEV(E120:E126),C128,0.12103316940491439,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F128,STDEV(F120:F126),C128,0.04283249767574682,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G128,STDEV(G120:G126),C128,0.015607548863274784,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H128,STDEV(H120:H126),C128,0.05325131341997469,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I128,STDEV(I120:I126),C128,0.04602067340828887,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J128,STDEV(J120:J126),C128,0.1460945219004281,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K128,STDEV(K120:K126),C128,0.043942175206796,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L128,STDEV(L120:L126),C128,0.02012409554496063,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C133,'Water and Burning'!C110,,3.9777,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D133,'Water and Burning'!D110,,3.2207,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E133,'Water and Burning'!E110,,19.031098373431885,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F133,'Water and Burning'!F110,,3.0055,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G133,'Water and Burning'!G110,,6.681777253392116,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H133,'Water and Burning'!H110,,3.9301,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I133,'Water and Burning'!I110,,3.093,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J133,'Water and Burning'!J110,,21.299712475509526,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K133,'Water and Burning'!K110,,2.8775,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L133,'Water and Burning'!L110,,6.967345619139994,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C134,'Water and Burning'!C111,,3.8519,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D134,'Water and Burning'!D111,,3.0912,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E134,'Water and Burning'!E111,,19.748695448999193,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F134,'Water and Burning'!F111,,2.8842,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G134,'Water and Burning'!G111,,6.696428571428581,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H134,'Water and Burning'!H111,,4.0602,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I134,'Water and Burning'!I111,,3.1953,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J134,'Water and Burning'!J111,,21.30190631003399,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K134,'Water and Burning'!K111,,2.9726,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L134,'Water and Burning'!L111,,6.969611617062564,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C135,'Water and Burning'!C112,,3.9435,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D135,'Water and Burning'!D112,,3.1562,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E135,'Water and Burning'!E112,,19.964498541904394,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F135,'Water and Burning'!F112,,2.9447,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G135,'Water and Burning'!G112,,6.701096254990178,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H135,'Water and Burning'!H112,,3.9945,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I135,'Water and Burning'!I112,,3.143,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J135,'Water and Burning'!J112,,21.31681061459507,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K135,'Water and Burning'!K112,,2.9249,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L135,'Water and Burning'!L112,,6.939230034998402,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C136,'Water and Burning'!C113,,4.0261,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D136,'Water and Burning'!D113,,3.2168,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E136,'Water and Burning'!E113,,20.101338764561227,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F136,'Water and Burning'!F113,,3.0016,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G136,'Water and Burning'!G113,,6.689878139766235,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H136,'Water and Burning'!H113,,3.958,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I136,'Water and Burning'!I113,,3.1042,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J136,'Water and Burning'!J113,,21.571500757958567,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K136,'Water and Burning'!K113,,2.8885,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L136,'Water and Burning'!L113,,6.948650215836609,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C137,'Water and Burning'!C114,,3.9435,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D137,'Water and Burning'!D114,,3.1614,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E137,'Water and Burning'!E114,,19.832635983263593,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F137,'Water and Burning'!F114,,2.9501,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G137,'Water and Burning'!G114,,6.683747706712218,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H137,'Water and Burning'!H114,,3.9724,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I137,'Water and Burning'!I114,,3.1185,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J137,'Water and Burning'!J114,,21.49582116604571,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K137,'Water and Burning'!K114,,2.9005,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L137,'Water and Burning'!L114,,6.990540323873656,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C138,'Water and Burning'!C115,,3.9351,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D138,'Water and Burning'!D115,,3.1461,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E138,'Water and Burning'!E115,,20.05031638331935,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F138,'Water and Burning'!F115,,2.9359,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G138,'Water and Burning'!G115,,6.6812879438034365,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H138,'Water and Burning'!H115,,3.9695,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I138,'Water and Burning'!I115,,3.1163,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J138,'Water and Burning'!J115,,21.493890918251672,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K138,'Water and Burning'!K115,,2.8973,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L138,'Water and Burning'!L115,,7.027564740236815,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C139,'Water and Burning'!C116,,3.949,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D139,'Water and Burning'!D116,,3.1631,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E139,'Water and Burning'!E116,,19.90124082046087,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F139,'Water and Burning'!F116,,2.9511,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G139,'Water and Burning'!G116,,6.70228573235118,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H139,'Water and Burning'!H116,,3.9607,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I139,'Water and Burning'!I116,,3.1177,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J139,'Water and Burning'!J116,,21.284116444062917,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K139,'Water and Burning'!K116,,2.9004,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L139,'Water and Burning'!L116,,6.96988164351927,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C140,AVERAGE(C133:C139),C140,3.9466857142857137,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D140,AVERAGE(D133:D139),C140,3.1650714285714288,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E140,AVERAGE(E133:E139),C140,19.804260616562924,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F140,AVERAGE(F133:F139),C140,2.9532999999999996,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G140,AVERAGE(G133:G139),C140,6.690928800349134,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H140,AVERAGE(H133:H139),C140,3.9779142857142853,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I140,AVERAGE(I133:I139),C140,3.126857142857143,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J140,AVERAGE(J133:J139),C140,21.39482266949392,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K140,AVERAGE(K133:K139),C140,2.908814285714286,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L140,AVERAGE(L133:L139),C140,6.973260599238188,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C141,STDEV(C133:C139),C141,0.05230157513789378,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D141,STDEV(D133:D139),C141,0.044127380550919956,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E141,STDEV(E133:E139),C141,0.36183622504369356,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F141,STDEV(F133:F139),C141,0.04128022125263704,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G141,STDEV(G133:G139),C141,0.009055140716990168,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H141,STDEV(H133:H139),C141,0.0410819274365841,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I141,STDEV(I133:I139),C141,0.0338373983014286,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J141,STDEV(J133:J139),C141,0.12058987593971099,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K141,STDEV(K133:K139),C141,0.03160466361005541,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L141,STDEV(L133:L139),C141,0.02907174541531621,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C142,'Water and Burning'!C117,,4.0037,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,D142,'Water and Burning'!D117,,3.1807,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,E142,'Water and Burning'!E117,,20.555985713215286,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,F142,'Water and Burning'!F117,,3.0798,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,G142,'Water and Burning'!G117,,3.1722576791272292,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,H142,'Water and Burning'!H117,,3.9268,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,I142,'Water and Burning'!I117,,3.1128,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,J142,'Water and Burning'!J117,,20.729347051033923,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,K142,'Water and Burning'!K117,,3.0096,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,L142,'Water and Burning'!L117,,3.3153430994602986,n,False,not_recomputed
30157108,public-data/30157108/DTU Data - Brick Pellet Production.xlsx,W&B Figures,C143,'Water and Burning'!C118,,3.9539,n,False,not_recomputed
