source_id,material_id,temperature_C,relative_humidity_percent,time_min,moisture_ratio,readout_bound_MR,experimental_uncertainty_MR,source_kind,upstream_observation_kind,locator,image,pixel_x,pixel_y,method,calibration_role,independent_material
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,50,80,0.258462,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,231,272.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,50,90,0.201538,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,248,290.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,50,100,0.153846,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,265,306.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,50,110,0.116923,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,282,318,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,50,120,0.086154,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,299,328.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,50,130,0.064615,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,316,335.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,50,140,0.049231,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,332,340.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,50,150,0.04,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,349,343,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,50,160,0.035385,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,366,344.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,0,1.0,0.0,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,96,31.0,initial_normalization_defined_by_source_eq2,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,10,0.84,0.029231,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,113,83,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,20,0.68,0.029231,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,130,135.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,30,0.538462,0.026154,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,147,181,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,40,0.4,0.018462,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,164,226,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,50,0.295385,0.016923,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,180,260,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,60,0.2,0.016923,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,197,291,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,70,0.126154,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,214,315,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,80,0.086154,0.012308,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,231,328,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,90,0.06,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,248,336.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,50,100,0.04,0.012308,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3c,figures/wang2021-figure3-cd.png,265,343,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,0,1.0,0.0,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,714,31.0,initial_normalization_defined_by_source_eq2,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,10,0.972308,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,731,40,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,20,0.929231,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,748,54.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,30,0.870769,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,765,73.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,40,0.818462,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,782,90.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,50,0.769231,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,798,106,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,60,0.723077,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,815,121,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,70,0.670769,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,832,138,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,80,0.627692,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,849,152.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,90,0.581538,0.012308,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,866,167,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,100,0.532308,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,883,183.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,110,0.489231,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,900,197,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,120,0.443077,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,917,212,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,130,0.4,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,934,226,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,140,0.356923,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,950,240.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,150,0.32,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,967,252.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,160,0.286154,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,984,263.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,170,0.255385,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1001,273.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,180,0.224615,0.012308,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1018,283,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,190,0.190769,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1035,294.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,200,0.16,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1052,304.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,210,0.132308,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1069,313.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,220,0.101538,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1086,323,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,230,0.086154,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1103,328.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,240,0.076923,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1119,331,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,250,0.064615,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1136,335.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,260,0.055385,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1153,338.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,270,0.046154,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1170,341.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,40,60,280,0.041538,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1187,342.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,0,1.0,0.0,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,714,31.0,initial_normalization_defined_by_source_eq2,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,10,0.929231,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,731,54,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,20,0.846154,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,748,81.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,30,0.764615,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,765,107.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,40,0.686154,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,782,133.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,50,0.607692,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,798,158.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,60,0.529231,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,815,184,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,70,0.455385,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,832,208,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,80,0.383077,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,849,231.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,90,0.313846,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,866,254,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,100,0.253846,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,883,273.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,110,0.2,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,900,291,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,120,0.153846,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,917,306,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,130,0.116923,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,934,318.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,140,0.089231,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,950,327.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,150,0.070769,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,967,333.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,160,0.058462,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,984,337.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,170,0.052308,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1001,339,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,180,0.049231,0.015385,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1018,340.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,50,60,190,0.049231,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,1035,340,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,0,1.0,0.0,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,714,31.0,initial_normalization_defined_by_source_eq2,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,10,0.852308,0.029231,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,731,79,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,20,0.693846,0.021538,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,748,130.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,30,0.556923,0.021538,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,765,175,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,40,0.427692,0.02,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,782,217.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,50,0.329231,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,798,249.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,60,0.235385,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,815,279.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,70,0.164615,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,832,302.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,80,0.104615,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,849,322.0,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,90,0.075385,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,866,331.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,100,0.056923,0.013846,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,883,337.5,color_symbol_pixel_readout,unassigned,False
SRC_WANG_2021_SLUDGE_DRYING,mianyang_qixingba_sludge,60,60,110,0.04,0.012308,,derived_from_evidence,reported_experimental_curve,PDF p5 Figure3d,figures/wang2021-figure3-cd.png,900,343,color_symbol_pixel_readout,unassigned,False
