source_id,material_id,gas,gas_mole_fraction,temperature_C,rate_constant_s_inv,model,source_kind,locator,status,experimental_independence
SRC_NOWICKI_2011_CHAR,lodz_digested_sludge_char_1000C,O2,0.1,450,7.044e-05,shrinking_core,derived_from_evidence,PDF p6 journal698 Table2,reported_fit_at_reference_concentration,same_study_model_fit_not_raw_time_series
SRC_NOWICKI_2011_CHAR,lodz_digested_sludge_char_1000C,O2,0.1,500,0.0002221,shrinking_core,derived_from_evidence,PDF p6 journal698 Table2,reported_fit_at_reference_concentration,same_study_model_fit_not_raw_time_series
SRC_NOWICKI_2011_CHAR,lodz_digested_sludge_char_1000C,O2,0.1,550,0.00070611,shrinking_core,derived_from_evidence,PDF p6 journal698 Table2,reported_fit_at_reference_concentration,same_study_model_fit_not_raw_time_series
SRC_NOWICKI_2011_CHAR,lodz_digested_sludge_char_1000C,CO2,0.5,800,4.284e-05,shrinking_core,derived_from_evidence,PDF p6 journal698 Table2,reported_fit_at_reference_concentration,same_study_model_fit_not_raw_time_series
SRC_NOWICKI_2011_CHAR,lodz_digested_sludge_char_1000C,CO2,0.5,850,0.0001965,shrinking_core,derived_from_evidence,PDF p6 journal698 Table2,reported_fit_at_reference_concentration,same_study_model_fit_not_raw_time_series
SRC_NOWICKI_2011_CHAR,lodz_digested_sludge_char_1000C,CO2,0.5,900,0.00121,shrinking_core,derived_from_evidence,PDF p6 journal698 Table2,reported_fit_at_reference_concentration,same_study_model_fit_not_raw_time_series
SRC_NOWICKI_2011_CHAR,lodz_digested_sludge_char_1000C,H2O,0.16,750,0.0001619,first_order,derived_from_evidence,PDF p6 journal698 Table2,reported_fit_at_reference_concentration,same_study_model_fit_not_raw_time_series
SRC_NOWICKI_2011_CHAR,lodz_digested_sludge_char_1000C,H2O,0.16,800,0.0005482,first_order,derived_from_evidence,PDF p6 journal698 Table2,reported_fit_at_reference_concentration,same_study_model_fit_not_raw_time_series
SRC_NOWICKI_2011_CHAR,lodz_digested_sludge_char_1000C,H2O,0.16,950,0.00121,first_order,derived_from_evidence,PDF p6 journal698 Table2,quarantined_temperature_ambiguity,same_study_model_fit_not_raw_time_series
