Isothermal temperature [K]: 1164						1098						994						994						994						994						994						942						917						891						867						841					
Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error	Time [s]	Temperature [K]	Norm. porosity	Error	Length [m]	Error
780	958	7.559e-01	6.574e-03	2.826e-03	4.741e-05							751	953	8.634e-01	1.980e-02	2.825e-03	4.739e-05	750	953	8.284e-01	1.855e-02	2.822e-03	4.735e-05	740	953	8.039e-01	2.020e-02	2.902e-03	4.868e-05	802	963	6.920e-01	7.663e-03	2.749e-03	4.612e-05	831	968	7.097e-01	8.326e-03	2.789e-03	4.679e-05	995	940	7.901e-01	2.115e-02	2.850e-03	4.783e-05	1540	916	8.335e-01	2.393e-02	2.954e-03	4.957e-05	2638	891	9.313e-01	1.746e-03	2.929e-03	4.915e-05	3126	867	9.860e-01	5.084e-04	3.006e-03	5.043e-05	3836	841	1.017e+00	1.561e-04	2.980e-03	5.000e-05
811	963	6.869e-01	7.966e-03	2.774e-03	4.655e-05							780	958	8.126e-01	1.891e-02	2.799e-03	4.696e-05	778	958	7.981e-01	1.765e-02	2.822e-03	4.735e-05	769	958	7.693e-01	1.946e-02	2.849e-03	4.781e-05	830	968	6.225e-01	9.585e-03	2.723e-03	4.569e-05	861	973	6.490e-01	1.048e-02	2.761e-03	4.633e-05	1085	941	7.519e-01	2.027e-02	2.825e-03	4.739e-05	1630	916	8.057e-01	2.379e-02	2.876e-03	4.826e-05	2758	891	9.283e-01	1.861e-03	2.929e-03	4.915e-05	3246	866	9.864e-01	4.954e-04	3.006e-03	5.043e-05	3956	841	1.016e+00	1.701e-04	2.980e-03	5.000e-05
838	968	6.140e-01	1.007e-02	2.723e-03	4.569e-05							809	963	7.693e-01	1.790e-02	2.773e-03	4.652e-05	807	963	7.529e-01	1.656e-02	2.795e-03	4.690e-05	798	963	7.203e-01	1.825e-02	2.797e-03	4.693e-05	858	972	5.804e-01	1.151e-02	2.697e-03	4.526e-05	868	974	6.199e-01	1.120e-02	2.761e-03	4.633e-05	1175	941	7.182e-01	1.952e-02	2.799e-03	4.696e-05	1720	916	7.989e-01	2.356e-02	2.876e-03	4.826e-05	2878	891	9.130e-01	2.024e-03	2.929e-03	4.915e-05	3366	866	9.968e-01	5.004e-04	3.006e-03	5.043e-05	4076	841	1.016e+00	1.696e-04	2.980e-03	5.000e-05
860	971	6.081e-01	1.156e-02	2.723e-03	4.569e-05							825	965	7.452e-01	1.714e-02	2.799e-03	4.696e-05	813	964	7.408e-01	1.650e-02	2.769e-03	4.646e-05	819	966	6.802e-01	1.732e-02	2.797e-03	4.693e-05	859	973	5.796e-01	1.154e-02	2.697e-03	4.526e-05	893	978	5.695e-01	1.294e-02	2.707e-03	4.541e-05	1265	941	6.653e-01	1.854e-02	2.773e-03	4.652e-05	1810	916	8.278e-01	2.334e-02	2.928e-03	4.913e-05	2998	891	9.104e-01	2.124e-03	2.929e-03	4.915e-05	3486	866	9.853e-01	5.374e-04	3.006e-03	5.043e-05	4196	841	1.016e+00	1.933e-04	2.980e-03	5.000e-05
868	973	5.771e-01	1.241e-02	2.697e-03	4.526e-05							838	968	7.014e-01	1.646e-02	2.773e-03	4.652e-05	836	968	7.000e-01	1.554e-02	2.743e-03	4.602e-05	825	968	6.553e-01	1.690e-02	2.771e-03	4.649e-05	894	978	4.963e-01	1.421e-02	2.646e-03	4.440e-05	933	983	4.719e-01	1.633e-02	2.652e-03	4.450e-05	1355	941	6.419e-01	1.771e-02	2.747e-03	4.609e-05	1900	916	7.543e-01	2.293e-02	2.850e-03	4.783e-05	3118	891	8.820e-01	2.345e-03	2.904e-03	4.872e-05	3606	867	9.847e-01	5.568e-04	3.006e-03	5.043e-05	4316	841	1.016e+00	1.728e-04	2.980e-03	5.000e-05
897	978	5.039e-01	1.465e-02	2.672e-03	4.483e-05							869	973	6.726e-01	1.509e-02	2.747e-03	4.609e-05	865	973	6.330e-01	1.409e-02	2.690e-03	4.513e-05	855	973	5.771e-01	1.508e-02	2.745e-03	4.605e-05	939	983	3.933e-01	1.789e-02	2.595e-03	4.353e-05	988	987	3.863e-01	1.997e-02	2.625e-03	4.404e-05	1445	941	6.261e-01	1.715e-02	2.747e-03	4.609e-05	1990	916	6.988e-01	2.246e-02	2.825e-03	4.739e-05	3238	891	8.813e-01	2.374e-03	2.904e-03	4.872e-05	3726	867	9.943e-01	5.949e-04	3.006e-03	5.043e-05	4436	840	1.016e+00	1.680e-04	2.980e-03	5.000e-05
927	983	4.315e-01	1.759e-02	2.620e-03	4.397e-05							905	978	6.125e-01	1.339e-02	2.695e-03	4.522e-05	902	978	5.482e-01	1.199e-02	2.664e-03	4.469e-05	880	976	5.256e-01	1.371e-02	2.692e-03	4.518e-05	978	986	3.200e-01	2.091e-02	2.569e-03	4.310e-05	991	988	3.650e-01	2.028e-02	2.597e-03	4.358e-05	1535	941	5.766e-01	1.628e-02	2.721e-03	4.565e-05	2080	916	7.691e-01	2.255e-02	2.850e-03	4.783e-05	3358	891	8.799e-01	2.425e-03	2.904e-03	4.872e-05	3846	867	9.944e-01	5.919e-04	3.006e-03	5.043e-05	4556	841	1.018e+00	1.261e-04	2.980e-03	5.000e-05
950	986	3.741e-01	1.983e-02	2.595e-03	4.353e-05							915	979	5.958e-01	1.283e-02	2.695e-03	4.522e-05	903	978	5.645e-01	1.212e-02	2.664e-03	4.469e-05	890	978	5.225e-01	1.309e-02	2.692e-03	4.518e-05	1012	988	2.823e-01	2.292e-02	2.543e-03	4.267e-05	1108	992	2.380e-01	2.544e-02	2.543e-03	4.266e-05	1625	941	5.224e-01	1.528e-02	2.695e-03	4.522e-05	2170	916	7.665e-01	2.206e-02	2.902e-03	4.870e-05	3478	891	8.787e-01	2.472e-03	2.904e-03	4.872e-05	3966	867	9.709e-01	6.674e-04	2.980e-03	5.000e-05	4676	841	1.017e+00	1.512e-04	2.980e-03	5.000e-05
956	988	3.514e-01	2.026e-02	2.595e-03	4.353e-05							953	983	5.159e-01	1.080e-02	2.643e-03	4.435e-05	951	983	4.708e-01	9.650e-03	2.611e-03	4.381e-05	909	980	4.636e-01	1.192e-02	2.666e-03	4.474e-05	1098	990	1.776e-01	2.696e-02	2.492e-03	4.181e-05	1128	993	2.068e-01	2.625e-02	2.515e-03	4.220e-05	1715	941	5.395e-01	1.491e-02	2.695e-03	4.522e-05	2260	917	7.356e-01	2.184e-02	2.825e-03	4.739e-05	3598	891	8.767e-01	2.552e-03	2.904e-03	4.872e-05	4086	867	9.590e-01	7.000e-04	2.980e-03	5.000e-05	4796	841	1.015e+00	2.251e-04	2.980e-03	5.000e-05
985	993	3.026e-01	2.287e-02	2.569e-03	4.310e-05							1005	986	4.071e-01	8.164e-03	2.565e-03	4.304e-05	993	985	3.884e-01	7.575e-03	2.558e-03	4.292e-05	933	983	4.283e-01	1.057e-02	2.640e-03	4.430e-05	1218	992	1.263e-01	2.894e-02	2.466e-03	4.138e-05	1228	994	1.773e-01	2.791e-02	2.515e-03	4.220e-05	1805	941	5.269e-01	1.443e-02	2.695e-03	4.522e-05	2350	917	7.151e-01	2.158e-02	2.825e-03	4.739e-05	3718	891	8.875e-01	2.575e-03	2.904e-03	4.872e-05	4206	867	9.791e-01	7.616e-04	3.006e-03	5.043e-05	4916	841	1.017e+00	1.494e-04	2.980e-03	5.000e-05
1015	998	2.353e-01	2.489e-02	2.543e-03	4.267e-05							1033	988	3.421e-01	6.716e-03	2.539e-03	4.261e-05	1034	988	3.383e-01	6.233e-03	2.532e-03	4.248e-05	999	987	3.056e-01	6.907e-03	2.588e-03	4.342e-05	1272	992	1.218e-01	2.919e-02	2.466e-03	4.138e-05	1348	994	1.471e-01	2.866e-02	2.488e-03	4.174e-05	1895	941	4.743e-01	1.346e-02	2.669e-03	4.478e-05	2440	917	7.229e-01	2.139e-02	2.825e-03	4.739e-05	3838	891	8.860e-01	2.633e-03	2.904e-03	4.872e-05	4326	866	9.927e-01	6.544e-04	3.006e-03	5.043e-05	5036	841	1.014e+00	2.536e-04	2.980e-03	5.000e-05
1040	1002	2.132e-01	2.612e-02	2.518e-03	4.224e-05							1095	989	2.964e-01	4.897e-03	2.539e-03	4.261e-05	1083	989	2.802e-01	4.691e-03	2.505e-03	4.204e-05	1005	988	3.027e-01	6.793e-03	2.588e-03	4.342e-05	1302	993	1.185e-01	2.938e-02	2.466e-03	4.138e-05	1468	995	1.322e-01	2.950e-02	2.488e-03	4.174e-05	1985	941	4.381e-01	1.260e-02	2.669e-03	4.478e-05	2530	917	7.178e-01	2.121e-02	2.825e-03	4.739e-05	3958	891	8.819e-01	2.792e-03	2.904e-03	4.872e-05	4446	867	9.799e-01	7.346e-04	3.006e-03	5.043e-05	5156	841	1.016e+00	2.009e-04	2.980e-03	5.000e-05
1046	1003	2.117e-01	2.621e-02	2.518e-03	4.224e-05							1185	991	1.726e-01	2.827e-03	2.462e-03	4.130e-05	1173	991	2.168e-01	3.330e-03	2.479e-03	4.159e-05	1089	990	2.429e-01	4.597e-03	2.562e-03	4.298e-05	1338	993	1.096e-01	2.989e-02	2.466e-03	4.138e-05	1588	995	1.049e-01	3.007e-02	2.461e-03	4.128e-05	2075	942	4.275e-01	1.218e-02	2.643e-03	4.435e-05	2620	917	7.515e-01	2.112e-02	2.876e-03	4.826e-05	4078	891	8.806e-01	2.842e-03	2.904e-03	4.872e-05	4566	867	9.691e-01	7.314e-04	3.006e-03	5.043e-05	5276	841	1.016e+00	1.913e-04	2.980e-03	5.000e-05
1074	1008	1.551e-01	2.758e-02	2.492e-03	4.181e-05							1275	992	1.508e-01	2.893e-03	2.436e-03	4.087e-05	1263	991	1.766e-01	2.836e-03	2.453e-03	4.115e-05	1179	992	1.278e-01	2.324e-03	2.509e-03	4.211e-05	1398	993	8.957e-02	3.008e-02	2.441e-03	4.095e-05	1708	995	9.974e-02	3.036e-02	2.461e-03	4.128e-05	2165	942	4.288e-01	1.169e-02	2.643e-03	4.435e-05	2710	917	6.774e-01	2.072e-02	2.773e-03	4.652e-05	4198	891	8.903e-01	2.903e-03	2.904e-03	4.872e-05	4686	866	9.676e-01	7.890e-04	2.980e-03	5.000e-05	5396	841	1.015e+00	2.180e-04	2.980e-03	5.000e-05
1103	1013	1.646e-01	2.796e-02	2.492e-03	4.181e-05							1365	992	1.382e-01	3.095e-03	2.436e-03	4.087e-05	1353	992	1.394e-01	2.646e-03	2.426e-03	4.071e-05	1214	993	1.254e-01	2.252e-03	2.509e-03	4.211e-05	1458	993	8.423e-02	3.038e-02	2.441e-03	4.095e-05	1828	995	9.571e-02	3.059e-02	2.461e-03	4.128e-05	2255	942	4.150e-01	1.115e-02	2.643e-03	4.435e-05	2800	917	6.561e-01	2.046e-02	2.773e-03	4.652e-05	4318	891	8.645e-01	3.027e-03	2.878e-03	4.829e-05	4806	866	9.681e-01	7.702e-04	2.980e-03	5.000e-05	5516	841	1.014e+00	2.430e-04	2.980e-03	5.000e-05
1130	1017	1.546e-01	2.853e-02	2.492e-03	4.181e-05							1424	993	1.491e-01	3.545e-03	2.436e-03	4.087e-05	1443	992	1.356e-01	2.704e-03	2.426e-03	4.071e-05	1269	993	1.357e-01	2.320e-03	2.509e-03	4.211e-05	1578	993	7.280e-02	3.104e-02	2.441e-03	4.095e-05	1896	995	9.371e-02	3.071e-02	2.461e-03	4.128e-05	2345	942	3.871e-01	1.058e-02	2.617e-03	4.391e-05	2890	917	6.235e-01	1.981e-02	2.799e-03	4.696e-05	4438	891	8.768e-01	2.994e-03	2.878e-03	4.829e-05	4926	867	9.566e-01	7.897e-04	2.980e-03	5.000e-05	5636	841	1.015e+00	2.247e-04	2.980e-03	5.000e-05
1133	1018	1.572e-01	2.839e-02	2.492e-03	4.181e-05							1455	992	1.249e-01	3.406e-03	2.436e-03	4.087e-05	1533	992	1.302e-01	2.803e-03	2.426e-03	4.071e-05	1359	993	1.485e-01	2.540e-03	2.509e-03	4.211e-05	1698	993	6.757e-02	3.134e-02	2.441e-03	4.095e-05	1948	994	9.218e-02	3.079e-02	2.461e-03	4.128e-05	2435	942	3.573e-01	9.957e-03	2.617e-03	4.391e-05	2980	917	6.157e-01	1.952e-02	2.799e-03	4.696e-05	4558	891	8.613e-01	3.153e-03	2.878e-03	4.829e-05	5046	867	9.546e-01	8.614e-04	2.980e-03	5.000e-05	5756	841	1.015e+00	2.179e-04	2.980e-03	5.000e-05
1163	1023	1.307e-01	2.897e-02	2.466e-03	4.138e-05							1545	993	1.180e-01	3.604e-03	2.436e-03	4.087e-05	1623	992	1.204e-01	3.026e-03	2.426e-03	4.071e-05	1449	993	1.256e-01	2.155e-03	2.483e-03	4.167e-05	1818	993	4.620e-02	3.158e-02	2.415e-03	4.052e-05	2068	995	7.047e-02	3.102e-02	2.433e-03	4.083e-05	2525	942	3.298e-01	9.435e-03	2.591e-03	4.348e-05	3070	916	6.703e-01	1.953e-02	2.850e-03	4.783e-05	4678	891	8.598e-01	3.214e-03	2.878e-03	4.829e-05	5166	867	9.669e-01	8.151e-04	2.980e-03	5.000e-05	5876	841	1.015e+00	2.063e-04	2.980e-03	5.000e-05
1193	1028	1.052e-01	2.948e-02	2.441e-03	4.095e-05							1635	993	1.261e-01	4.156e-03	2.462e-03	4.130e-05	1713	992	1.156e-01	3.156e-03	2.426e-03	4.071e-05	1539	993	1.171e-01	2.088e-03	2.483e-03	4.167e-05	1938	993	3.742e-02	3.209e-02	2.415e-03	4.052e-05	2188	995	6.838e-02	3.114e-02	2.433e-03	4.083e-05	2615	942	3.169e-01	8.905e-03	2.591e-03	4.348e-05	3160	916	6.569e-01	1.906e-02	2.850e-03	4.783e-05	4798	891	8.442e-01	3.369e-03	2.878e-03	4.829e-05	5286	867	9.663e-01	8.362e-04	2.980e-03	5.000e-05	5996	841	1.005e+00	2.064e-04	2.980e-03	5.000e-05
1194	1028	1.022e-01	2.964e-02	2.466e-03	4.138e-05							1725	993	1.237e-01	4.233e-03	2.462e-03	4.130e-05	1803	992	8.738e-02	3.219e-03	2.400e-03	4.027e-05	1629	993	1.142e-01	2.081e-03	2.483e-03	4.167e-05	2058	993	3.894e-02	3.199e-02	2.415e-03	4.052e-05	2308	995	6.609e-02	3.127e-02	2.433e-03	4.083e-05	2705	942	3.282e-01	8.773e-03	2.591e-03	4.348e-05	3250	916	6.003e-01	1.896e-02	2.773e-03	4.652e-05	4918	891	8.655e-01	3.438e-03	2.878e-03	4.829e-05	5406	867	9.653e-01	8.735e-04	2.980e-03	5.000e-05	6116	840	1.015e+00	2.207e-04	2.980e-03	5.000e-05
1220	1032	9.629e-02	2.999e-02	2.441e-03	4.095e-05							1799	993	1.194e-01	4.364e-03	2.462e-03	4.130e-05	1844	993	8.492e-02	3.306e-03	2.400e-03	4.027e-05	1719	993	9.694e-02	2.206e-03	2.509e-03	4.211e-05	2178	993	3.529e-02	3.220e-02	2.415e-03	4.052e-05	2428	995	6.774e-02	3.117e-02	2.433e-03	4.083e-05	2795	942	3.203e-01	8.448e-03	2.591e-03	4.348e-05	3340	917	6.140e-01	1.894e-02	2.773e-03	4.652e-05	5038	891	8.635e-01	3.521e-03	2.878e-03	4.829e-05	5526	866	9.656e-01	8.632e-04	2.980e-03	5.000e-05	6236	841	1.015e+00	2.348e-04	2.980e-03	5.000e-05
1223	1033	9.847e-02	2.986e-02	2.441e-03	4.095e-05							1815	993	1.175e-01	4.430e-03	2.462e-03	4.130e-05	1893	992	8.467e-02	3.315e-03	2.400e-03	4.027e-05	1809	994	7.759e-02	1.886e-03	2.483e-03	4.167e-05	2298	993	3.604e-02	3.214e-02	2.415e-03	4.052e-05	2548	995	6.550e-02	3.129e-02	2.433e-03	4.083e-05	2885	942	2.937e-01	7.953e-03	2.565e-03	4.304e-05	3430	916	6.360e-01	1.875e-02	2.825e-03	4.739e-05	5158	891	8.623e-01	3.566e-03	2.878e-03	4.829e-05	5646	867	9.639e-01	9.265e-04	2.980e-03	5.000e-05	6356	841	1.014e+00	2.563e-04	2.980e-03	5.000e-05
1254	1038	9.239e-02	3.020e-02	2.441e-03	4.095e-05							1905	993	8.317e-02	3.920e-03	2.410e-03	4.043e-05	1983	992	8.271e-02	3.386e-03	2.400e-03	4.027e-05	1899	993	5.805e-02	1.561e-03	2.457e-03	4.123e-05	2418	993	3.669e-02	3.210e-02	2.415e-03	4.052e-05	2668	994	6.693e-02	3.121e-02	2.433e-03	4.083e-05	2975	942	2.834e-01	7.531e-03	2.565e-03	4.304e-05	3520	917	5.591e-01	1.800e-02	2.825e-03	4.739e-05	5278	891	8.617e-01	3.593e-03	2.878e-03	4.829e-05	5766	867	9.644e-01	9.071e-04	2.980e-03	5.000e-05	6476	841	1.015e+00	2.156e-04	2.980e-03	5.000e-05
1273	1041	9.171e-02	3.024e-02	2.441e-03	4.095e-05							1995	993	1.089e-01	4.710e-03	2.462e-03	4.130e-05	2073	992	7.884e-02	3.525e-03	2.400e-03	4.027e-05	1989	994	7.298e-02	1.972e-03	2.483e-03	4.167e-05	2538	993	1.771e-02	3.220e-02	2.389e-03	4.009e-05							3065	942	2.744e-01	7.158e-03	2.565e-03	4.304e-05	3610	917	6.026e-01	1.803e-02	2.825e-03	4.739e-05	5398	891	8.342e-01	3.766e-03	2.878e-03	4.829e-05	5886	867	9.734e-01	9.690e-04	3.006e-03	5.043e-05	6596	841	1.014e+00	2.497e-04	2.980e-03	5.000e-05
1284	1043	8.817e-02	3.044e-02	2.441e-03	4.095e-05							2085	993	7.654e-02	4.170e-03	2.410e-03	4.043e-05	2163	992	7.637e-02	3.619e-03	2.400e-03	4.027e-05	2056	993	7.110e-02	2.014e-03	2.483e-03	4.167e-05	2658	993	1.613e-02	3.228e-02	2.389e-03	4.009e-05							3155	942	2.654e-01	6.785e-03	2.565e-03	4.304e-05	3700	917	5.741e-01	1.799e-02	2.721e-03	4.565e-05	5518	891	8.577e-01	3.749e-03	2.878e-03	4.829e-05	6006	866	9.647e-01	8.968e-04	2.980e-03	5.000e-05	6716	841	1.014e+00	2.706e-04	2.980e-03	5.000e-05
1310	1047	7.657e-02	3.011e-02	2.441e-03	4.095e-05							2175	993	7.161e-02	4.364e-03	2.410e-03	4.043e-05	2253	992	7.419e-02	3.700e-03	2.400e-03	4.027e-05	2079	993	7.805e-02	1.878e-03	2.457e-03	4.123e-05	2778	993	1.608e-02	3.227e-02	2.389e-03	4.009e-05							3245	942	2.594e-01	6.538e-03	2.565e-03	4.304e-05	3790	917	5.314e-01	1.752e-02	2.721e-03	4.565e-05	5638	891	8.288e-01	3.982e-03	2.878e-03	4.829e-05	6126	867	9.752e-01	9.077e-04	2.980e-03	5.000e-05	6836	841	1.014e+00	2.730e-04	2.980e-03	5.000e-05
1314	1048	9.503e-02	3.003e-02	2.441e-03	4.095e-05							2265	993	8.609e-02	4.703e-03	2.436e-03	4.087e-05	2298	993	7.320e-02	3.739e-03	2.400e-03	4.027e-05	2169	993	6.961e-02	2.042e-03	2.483e-03	4.167e-05	2898	993	1.525e-02	3.231e-02	2.389e-03	4.009e-05							3335	942	2.374e-01	6.224e-03	2.539e-03	4.261e-05	3880	917	5.745e-01	1.747e-02	2.747e-03	4.609e-05	5758	891	8.425e-01	3.900e-03	2.853e-03	4.786e-05	6246	867	9.754e-01	9.017e-04	2.980e-03	5.000e-05	6956	841	1.013e+00	2.891e-04	2.980e-03	5.000e-05
1344	1053	7.282e-02	3.030e-02	2.441e-03	4.095e-05							2355	993	8.251e-02	4.829e-03	2.436e-03	4.087e-05	2343	992	7.400e-02	3.706e-03	2.400e-03	4.027e-05	2259	993	6.696e-02	2.101e-03	2.483e-03	4.167e-05	3018	993	1.265e-02	3.245e-02	2.389e-03	4.009e-05							3425	942	2.300e-01	5.916e-03	2.539e-03	4.261e-05	3970	917	5.682e-01	1.723e-02	2.747e-03	4.609e-05	5878	891	8.409e-01	3.966e-03	2.853e-03	4.786e-05	6366	867	9.746e-01	9.305e-04	2.980e-03	5.000e-05	7076	841	1.014e+00	2.450e-04	2.980e-03	5.000e-05
												2445	993	8.187e-02	4.851e-03	2.436e-03	4.087e-05	2349	992	7.228e-02	3.772e-03	2.400e-03	4.027e-05	2349	993	6.442e-02	2.166e-03	2.483e-03	4.167e-05	3138	992	1.215e-02	3.247e-02	2.389e-03	4.009e-05							3515	942	2.254e-01	5.725e-03	2.539e-03	4.261e-05	4060	917	5.628e-01	1.702e-02	2.747e-03	4.609e-05	5998	891	8.260e-01	4.097e-03	2.853e-03	4.786e-05	6486	867	9.748e-01	9.226e-04	2.980e-03	5.000e-05	7196	841	1.014e+00	2.635e-04	2.980e-03	5.000e-05
												2535	993	8.107e-02	4.875e-03	2.436e-03	4.087e-05	2433	992	7.262e-02	3.755e-03	2.400e-03	4.027e-05	2439	993	6.349e-02	2.181e-03	2.483e-03	4.167e-05	3258	993	1.088e-02	3.253e-02	2.389e-03	4.009e-05							3605	942	2.228e-01	5.619e-03	2.539e-03	4.261e-05	4150	917	5.603e-01	1.643e-02	2.799e-03	4.696e-05	6118	891	8.229e-01	4.221e-03	2.853e-03	4.786e-05	6606	867	9.609e-01	1.038e-03	2.980e-03	5.000e-05	7316	841	1.004e+00	2.457e-04	2.980e-03	5.000e-05
												2536	993	8.157e-02	4.854e-03	2.436e-03	4.087e-05	2523	992	7.271e-02	3.747e-03	2.400e-03	4.027e-05	2529	993	4.712e-02	1.819e-03	2.457e-03	4.123e-05	3378	993	8.770e-03	3.265e-02	2.389e-03	4.009e-05							3695	942	2.174e-01	5.397e-03	2.539e-03	4.261e-05	4240	917	4.960e-01	1.617e-02	2.721e-03	4.565e-05	6238	891	8.203e-01	4.326e-03	2.853e-03	4.786e-05	6726	867	9.617e-01	1.008e-03	2.980e-03	5.000e-05	7436	841	1.004e+00	2.527e-04	2.980e-03	5.000e-05
												2625	993	8.053e-02	4.888e-03	2.436e-03	4.087e-05	2613	992	7.153e-02	3.791e-03	2.400e-03	4.027e-05	2619	994	4.704e-02	1.814e-03	2.457e-03	4.123e-05	3498	992	9.297e-03	3.260e-02	2.389e-03	4.009e-05							3785	942	2.139e-01	5.254e-03	2.539e-03	4.261e-05	4330	917	4.718e-01	1.584e-02	2.721e-03	4.565e-05	6358	891	8.174e-01	4.442e-03	2.853e-03	4.786e-05	6846	867	9.722e-01	1.018e-03	2.980e-03	5.000e-05	7556	841	1.014e+00	2.729e-04	2.980e-03	5.000e-05
												2715	993	7.718e-02	5.009e-03	2.436e-03	4.087e-05	2703	992	7.159e-02	3.787e-03	2.400e-03	4.027e-05	2709	993	4.592e-02	1.844e-03	2.457e-03	4.123e-05	3618	992	1.104e-02	3.248e-02	2.389e-03	4.009e-05							3875	942	2.104e-01	5.108e-03	2.539e-03	4.261e-05	4420	917	5.054e-01	1.594e-02	2.721e-03	4.565e-05	6478	891	8.159e-01	4.506e-03	2.853e-03	4.786e-05	6966	866	9.708e-01	1.068e-03	2.980e-03	5.000e-05	7676	841	1.013e+00	2.962e-04	2.980e-03	5.000e-05
												2805	993	8.085e-02	4.851e-03	2.436e-03	4.087e-05	2793	992	6.783e-02	3.926e-03	2.400e-03	4.027e-05	2799	993	7.156e-02	1.961e-03	2.457e-03	4.123e-05	3738	992	1.276e-02	3.238e-02	2.389e-03	4.009e-05							3965	942	2.089e-01	5.054e-03	2.539e-03	4.261e-05	4510	917	4.846e-01	1.573e-02	2.721e-03	4.565e-05	6598	891	8.143e-01	4.568e-03	2.853e-03	4.786e-05	7086	866	9.613e-01	1.023e-03	2.980e-03	5.000e-05	7796	841	1.003e+00	2.668e-04	2.980e-03	5.000e-05
												2895	993	5.036e-02	4.235e-03	2.384e-03	4.000e-05	2883	992	4.959e-02	3.710e-03	2.373e-03	3.982e-05	2889	993	4.726e-02	1.770e-03	2.457e-03	4.123e-05	3858	992	1.092e-02	3.247e-02	2.389e-03	4.009e-05							4055	942	2.025e-01	4.794e-03	2.539e-03	4.261e-05	4600	917	5.034e-01	1.586e-02	2.721e-03	4.565e-05	6718	891	8.130e-01	4.619e-03	2.853e-03	4.786e-05	7206	866	9.495e-01	1.049e-03	2.980e-03	5.000e-05	7916	841	1.003e+00	2.845e-04	2.980e-03	5.000e-05
												2985	993	5.204e-02	4.159e-03	2.384e-03	4.000e-05	2973	992	4.832e-02	3.763e-03	2.373e-03	3.982e-05	2979	993	5.145e-02	1.640e-03	2.457e-03	4.123e-05	3978	992	1.853e-02	3.200e-02	2.389e-03	4.009e-05							4145	942	1.833e-01	4.589e-03	2.514e-03	4.217e-05	4690	917	5.259e-01	1.563e-02	2.773e-03	4.652e-05	6838	891	8.117e-01	4.674e-03	2.853e-03	4.786e-05	7326	866	9.708e-01	1.069e-03	2.980e-03	5.000e-05	8036	841	1.014e+00	2.728e-04	2.980e-03	5.000e-05
												3075	993	7.208e-02	4.313e-03	2.384e-03	4.000e-05	3063	992	5.070e-02	3.660e-03	2.373e-03	3.982e-05	3069	993	7.532e-02	1.854e-03	2.457e-03	4.123e-05	4098	992	1.861e-02	3.198e-02	2.389e-03	4.009e-05							4235	942	1.771e-01	4.333e-03	2.514e-03	4.217e-05	4780	917	5.378e-01	1.556e-02	2.773e-03	4.652e-05	6958	891	8.088e-01	4.794e-03	2.853e-03	4.786e-05	7446	866	9.604e-01	1.054e-03	2.980e-03	5.000e-05	8156	841	1.012e+00	3.240e-04	2.980e-03	5.000e-05
												3165	993	8.422e-02	4.740e-03	2.410e-03	4.043e-05	3153	992	5.087e-02	3.646e-03	2.373e-03	3.982e-05	3159	993	5.103e-02	1.630e-03	2.457e-03	4.123e-05	4218	992	1.907e-02	3.194e-02	2.389e-03	4.009e-05							4325	942	1.496e-01	3.806e-03	2.514e-03	4.217e-05	4870	916	5.298e-01	1.526e-02	2.773e-03	4.652e-05	7078	891	8.078e-01	4.832e-03	2.853e-03	4.786e-05	7566	867	9.469e-01	1.147e-03	2.980e-03	5.000e-05	8276	841	1.013e+00	3.048e-04	2.980e-03	5.000e-05
												3255	993	8.650e-02	4.647e-03	2.410e-03	4.043e-05	3243	992	5.403e-02	3.511e-03	2.373e-03	3.982e-05	3249	993	5.098e-02	1.615e-03	2.457e-03	4.123e-05	4338	992	2.270e-02	3.170e-02	2.389e-03	4.009e-05							4415	942	1.727e-01	4.157e-03	2.514e-03	4.217e-05	4960	917	4.658e-01	1.499e-02	2.669e-03	4.478e-05	7198	891	8.182e-01	4.886e-03	2.853e-03	4.786e-05	7686	867	9.343e-01	1.201e-03	2.980e-03	5.000e-05	8396	841	1.003e+00	2.909e-04	2.980e-03	5.000e-05
												3345	993	6.479e-02	4.556e-03	2.410e-03	4.043e-05	3333	992	4.699e-02	3.799e-03	2.373e-03	3.982e-05	3339	993	7.333e-02	1.863e-03	2.457e-03	4.123e-05	4458	987	2.532e-02	3.154e-02	2.389e-03	4.009e-05							4505	942	1.688e-01	3.995e-03	2.514e-03	4.217e-05	5050	917	4.400e-01	1.460e-02	2.669e-03	4.478e-05	7318	891	8.042e-01	4.984e-03	2.853e-03	4.786e-05	7806	867	9.457e-01	1.194e-03	2.980e-03	5.000e-05	8516	841	1.002e+00	3.085e-04	2.980e-03	5.000e-05
