dt_s,time_s,solid_mol,product_gas_mol,carrier_mol,temperature_k,pressure_pa,internal_energy_j,temperature_error_bound_k,error_solid_mol,error_temperature_k,error_pressure_pa,error_energy_j,error_carbon_mol,error_nitrogen_mol,error_mass_kg,error_prefix_energy_j
0.0625,1.0625,0.0034565194024093284,0.0065434805975906705,0.01,343.45666323843346,472588.51004911546,-23.473387854459705,1.4053831197447916e-09,6.118766395831615e-07,0.0054800977310378585,24.99098324996885,0.0,1.734723475976807e-18,0.0,0.0,0.0
0.0625,1.125,0.0032471332937141174,0.006752866706285882,0.01,345.35305907397697,481202.2723214628,-23.473387854459705,1.3394120460859719e-09,6.086201306200641e-07,0.005574584830924323,25.220153770467732,0.0,1.734723475976807e-18,0.0,0.0,0.0
0.0625,1.1875,0.0030504311996042035,0.006949568800395796,0.01,347.17396310470235,489409.60120511346,-23.473387854459705,1.2758464458266294e-09,6.035124936105453e-07,0.005646829884994986,25.357143291155808,0.0,0.0,0.0,0.0,0.0
0.0625,1.25,0.0028656447585726913,0.007134355241427309,0.01,348.9204506178858,497224.8755165925,-23.473387854459705,1.2146662440079613e-09,5.967899707904484e-07,0.005697998993355213,25.408816957788076,0.0,0.0,0.0,0.0,0.0
0.0625,1.3125,0.002692052154266139,0.007307947845733862,0.01,350.5937893641734,504662.3567163543,-23.473387854459705,1.1559988979103257e-09,5.886669742997258e-07,0.0057293132299491845,25.381882052926812,0.0,0.0,0.0,0.0,0.0
0.0625,1.375,0.0025289752959116213,0.007471024704088379,0.01,352.19541666426676,511736.16326808406,-23.473387854459705,1.0996876438070624e-09,5.793378641564748e-07,0.005742031439694983,25.282863635686226,0.0,0.0,0.0,0.0,0.0
0.0625,1.4375,0.0023757771695455,0.007624222830454501,0.01,353.72691719785973,518460.2444632056,-23.473387854459705,1.0456923621129703e-09,5.689785909186382e-07,0.005737434424759158,25.118082255881745,0.0,1.734723475976807e-18,0.0,5.421010862427522e-20,0.0
0.0625,1.5,0.0022318593496972127,0.007768140650302789,0.01,355.1900016681435,524848.3544335932,-23.473387854459705,9.940282983876486e-10,5.577482129143566e-07,0.005716810612682366,24.89363416249398,0.0,1.734723475976807e-18,0.0,5.421010862427522e-20,0.0
0.0625,1.5625,0.0020966596618081806,0.00790334033819182,0.01,356.5864864970069,530914.0269537369,-23.473387854459705,9.446773433638108e-10,5.457902972024788e-07,0.005681443254161422,24.615374282817356,0.0,0.0,0.0,0.0,0.0
0.0625,1.625,0.001969649986254725,0.008030350013745276,0.01,357.91827467016753,536670.5515192423,-23.473387854459705,8.974324348594025e-10,5.332342127846272e-07,0.005632599160264817,24.288902128348127,0.0,1.734723475976807e-18,0.0,5.421010862427522e-20,0.0
0.0625,1.6875,0.001850334195397025,0.008149665804602977,0.01,359.18733781840405,542130.9510830337,-23.473387854459705,8.52327571634223e-10,5.201963239821923e-07,0.005571518956003274,23.919550678809173,0.0,1.734723475976807e-18,0.0,5.421010862427522e-20,0.0
0.0625,1.75,0.0017382462155957803,0.00826175378440422,0.01,360.39569959115744,547307.9617349572,-23.473387854459705,8.093654149611991e-10,5.067810913289301e-07,0.005499408801767913,23.5123782082228,0.0,0.0,0.0,0.0,0.0
0.0625,1.8125,0.0016329482066263874,0.008367051793373614,0.01,361.545420352234,552214.0145251693,-23.473387854459705,7.684373005371206e-10,4.930820868033481e-07,0.005417433510956471,23.07216294866521,0.0,1.734723475976807e-18,0.0,5.421010862427522e-20,0.0
0.0625,1.875,0.0015340288513790267,0.008465971148620974,0.01,362.6385832042275,556861.2195569085,-23.473387854459705,7.293676747570984e-10,4.791829297421616e-07,0.0053267109781813815,22.6034004293615,0.0,0.0,0.0,0.0,0.0
0.0625,1.9375,0.0014411017491638481,0.008558898250836153,0.01,363.6772813285503,561261.3524098207,-23.473387854459705,6.922413823894166e-10,4.6515814931531556e-07,0.0052283078196069255,22.110303296125494,0.0,0.0,0.0,0.0,0.0
0.0625,2.0,0.0013538039063451584,0.008646196093654843,0.01,364.6636066114886,565425.8429005514,-23.473387854459705,6.568757031461624e-10,4.510739790315049e-07,0.005123236120425645,21.596803376916796,0.0,1.734723475976807e-18,0.0,5.421010862427522e-20,0.0
0.03125,0.0,0.01,0.0,0.01,300.0,249683.56210670387,-23.473387854459705,2.871455730655821e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03125,0.03125,0.009692344814538956,0.0003076551854610443,0.01,301.5337651669434,258673.03282022182,-23.473387854459705,2.8211978182031457e-09,1.2469775514251102e-08,6.293080321029265e-05,0.36659481178503484,0.0,0.0,0.0,0.0,0.0
0.03125,0.0625,0.009394154800392018,0.0006058451996079817,0.01,303.05678885342684,267492.5315584013,-23.473387854459705,2.77118774792168e-09,2.4172257260049457e-08,0.00012495117186972493,0.7192952001933008,0.0,0.0,0.0,0.0,0.0
0.03125,0.09375,0.009105138756655582,0.0008948612433444182,0.01,304.5684479666053,276144.5077969191,-23.473387854459705,2.721431857803776e-09,3.51428552404498e-08,0.00018598537604930243,1.0583990711602382,0.0,0.0,0.0,0.0,0.0
0.03125,0.125,0.008825014441372842,0.0011749855586271596,0.01,306.0681396860193,284631.33791236806,-23.473387854459705,2.672010101485749e-09,4.541552688780426e-08,0.0002459610942651125,1.384192839905154,0.0,1.734723475976807e-18,0.0,5.421010862427522e-20,0.0
0.03125,0.15625,0.008553508295907146,0.001446491704092855,0.01,307.5552822851095,292955.3317275994,-23.473387854459705,2.622844372974603e-09,5.5022832920123554e-08,0.0003048095749704771,1.6969527424080297,0.0,0.0,0.0,0.0,0.0
0.03125,0.1875,0.008290355177795155,0.0017096448222048443,0.01,309.0293158769122,301118.73870390456,-23.473387854459705,2.574060846489487e-09,6.39959911504645e-08,0.0003624657790624042,1.996946059342008,0.0,1.734723475976807e-18,0.0,0.0,0.0
0.03125,0.21875,0.008035298101818905,0.001964701898181094,0.01,310.48970308269986,309123.7537806507,-23.473387854459705,2.525587130719594e-09,7.236492829791608e-08,0.0004188685028339023,2.2844322532764636,0.0,1.734723475976807e-18,0.0,0.0,0.0
0.03125,0.25,0.007788087989043918,0.002211912010956081,0.01,311.93592962276597,316972.52286413294,-23.473387854459705,2.4775316575155707e-09,8.015832986870558e-08,0.0004739604823953414,2.5596640193252824,0.0,1.734723475976807e-18,0.0,0.0,0.0
0.03125,0.28125,0.007548483423578294,0.002451516576421705,0.01,313.36750482899265,324667.14796853706,-23.473387854459705,2.4298468060345556e-09,8.740368822018202e-08,0.0005276884779163993,2.82288825098658,0.0,1.734723475976807e-18,0.0,0.0,0.0
0.03125,0.3125,0.007316250416815234,0.002683749583184765,0.01,314.7839620792552,332209.69201300666,-23.473387854459705,2.382557168036283e-09,9.412734881635021e-08,0.0005800033389391501,3.0743469225708395,0.0,1.734723475976807e-18,0.0,0.0,0.0
0.03125,0.34375,0.0070911621789287605,0.002908837821071238,0.01,316.1848591541285,339602.1832798746,-23.473387854459705,2.3357231931365516e-09,1.0035455477643701e-07,0.0006308600510465112,3.3142778892070055,0.0,1.734723475976807e-18,0.0,0.0,0.0
0.03125,0.375,0.006872998897399493,0.003127001102600505,0.01,317.5697785167465,346846.619540132,-23.473387854459705,2.2893171129151973e-09,1.0610948977113344e-07,0.0006802177634313011,3.5429156080354005,0.0,1.734723475976807e-18,0.0,0.0,0.0
0.03125,0.40625,0.006661547522354194,0.0033384524776458044,0.01,318.93832751703786,353944.971853175,-23.473387854459705,2.2433755365379552e-09,1.1141531931595228e-07,0.0007280397986164644,3.7604917805292644,0.0,1.734723475976807e-18,0.0,0.0,0.0
0.03125,0.4375,0.00645660155850945,0.0035433984414905482,0.01,320.2901385219047,360899.1880487657,-23.473387854459705,2.197906917904369e-09,1.1629423052935545e-07,0.0007742936446106796,3.9672359218238853,0.0,1.734723475976807e-18,0.0,0.0,0.0
