scenario_id,tau,cell_index,xi_left,xi_right,u,v,f
R01,0.20000000000000001,8,0.53333333333333333,0.59999999999999998,0.71241041939280669,0.2875895806071932,0.84550592557731119
R01,0.20000000000000001,9,0.59999999999999998,0.66666666666666663,0.71742194225832545,0.28257805774167433,0.84516472036636237
R01,0.20000000000000001,10,0.66666666666666663,0.73333333333333328,0.72356773085332371,0.27643226914667623,0.84472193291809461
R01,0.20000000000000001,11,0.73333333333333328,0.80000000000000004,0.73104294906202805,0.26895705093797179,0.84415134251423973
R01,0.20000000000000001,12,0.80000000000000004,0.8666666666666667,0.74006724577037719,0.25993275422962259,0.84342090901189926
R01,0.20000000000000001,13,0.8666666666666667,0.93333333333333335,0.75088530656005448,0.24911469343994533,0.84249178648216339
R01,0.20000000000000001,14,0.93333333333333335,1,0.76376712757183363,0.23623287242816626,0.84131723273360459
R01,0.30000000000000004,0,0,0.066666666666666666,0.60190416948660075,0.39809583051339914,0.79337163790964094
R01,0.30000000000000004,1,0.066666666666666666,0.13333333333333333,0.6025387524427851,0.39746124755721479,0.79331818098027207
R01,0.30000000000000004,2,0.13333333333333333,0.20000000000000001,0.60382492554580303,0.39617507445419697,0.79320866387289957
R01,0.30000000000000004,3,0.20000000000000001,0.26666666666666666,0.60579677226650341,0.39420322773349648,0.79303780452002859
R01,0.30000000000000004,4,0.26666666666666666,0.33333333333333331,0.60850558635272423,0.39149441364727577,0.79279749058349702
R01,0.30000000000000004,5,0.33333333333333331,0.40000000000000002,0.61202006246206353,0.3879799375379363,0.79247655156805663
R01,0.30000000000000004,6,0.40000000000000002,0.46666666666666667,0.6164265312458308,0.3835734687541692,0.79206045384963442
R01,0.30000000000000004,7,0.46666666666666667,0.53333333333333333,0.62182922302116195,0.37817077697883805,0.79153091809732701
R01,0.30000000000000004,8,0.53333333333333333,0.59999999999999998,0.62835054075292196,0.37164945924707804,0.79086545902299676
R01,0.30000000000000004,9,0.59999999999999998,0.66666666666666663,0.63613131990189131,0.36386868009810869,0.79003684828933329
R01,0.30000000000000004,10,0.66666666666666663,0.73333333333333328,0.64533104971876964,0.35466895028123019,0.78901250288733182
R01,0.30000000000000004,11,0.73333333333333328,0.80000000000000004,0.65612802766590039,0.34387197233409961,0.78775380352867597
