scenario_id,tau,cell_index,xi_left,xi_right,u,v,f
R02,12.5,14,0.93333333333333335,1,0.9997376716559665,0.00026232834403379238,4.8876605488894698e-46
R02,12.600000000000001,0,0,0.066666666666666666,0.99963853963388294,0.0003614603661175141,2.0300847203923116e-42
R02,12.600000000000001,1,0.066666666666666666,0.13333333333333333,0.99963972815249602,0.00036027184750437577,1.8574551036071598e-42
R02,12.600000000000001,2,0.13333333333333333,0.20000000000000001,0.99964210128175168,0.00035789871824872644,1.5549865599878114e-42
R02,12.600000000000001,3,0.20000000000000001,0.26666666666666666,0.99964565121855831,0.00035434878144201438,1.191074931350387e-42
R02,12.600000000000001,4,0.26666666666666666,0.33333333333333331,0.99965036629036108,0.00034963370963914673,8.3474846230931142e-43
R02,12.600000000000001,5,0.33333333333333331,0.40000000000000002,0.99965623099352241,0.00034376900647793631,5.3527410326751727e-43
R02,12.600000000000001,6,0.40000000000000002,0.46666666666666667,0.99966322604429891,0.00033677395570155669,3.1405148857959817e-43
R02,12.600000000000001,7,0.46666666666666667,0.53333333333333333,0.99967132844224871,0.00032867155775162451,1.6858908555079279e-43
R02,12.600000000000001,8,0.53333333333333333,0.59999999999999998,0.99968051154585991,0.0003194884541403971,8.2806034588199286e-44
R02,12.600000000000001,9,0.59999999999999998,0.66666666666666663,0.99969074516014955,0.00030925483985075916,3.7213320277988405e-44
R02,12.600000000000001,10,0.66666666666666663,0.73333333333333328,0.9997019956359483,0.00029800436405203314,1.5301666576339677e-44
R02,12.600000000000001,11,0.73333333333333328,0.80000000000000004,0.99971422598054227,0.00028577401945807342,5.7568237193866677e-45
R02,12.600000000000001,12,0.80000000000000004,0.8666666666666667,0.99972739597930871,0.00027260402069144332,1.9816686819099306e-45
R02,12.600000000000001,13,0.8666666666666667,0.93333333333333335,0.99974146232794658,0.00025853767205362746,6.241416482186006e-46
R02,12.600000000000001,14,0.93333333333333335,1,0.99975637877486423,0.00024362122513606476,1.7986200863172127e-46
R02,12.700000000000001,0,0,0.066666666666666666,0.99966431604043438,0.00033568395956609193,7.4712635619231152e-43
R02,12.700000000000001,1,0.066666666666666666,0.13333333333333333,0.99966541980358925,0.00033458019641119429,6.8359318201282756e-43
R02,12.700000000000001,2,0.13333333333333333,0.20000000000000001,0.99966762370061302,0.00033237629938742078,5.7227535531119015e-43
R02,12.700000000000001,3,0.20000000000000001,0.26666666666666666,0.99967092048486705,0.00032907951513335104,4.3834494463235515e-43
R02,12.700000000000001,4,0.26666666666666666,0.33333333333333331,0.99967529931618793,0.00032470068381243531,3.0720662162046504e-43
R02,12.700000000000001,5,0.33333333333333331,0.40000000000000002,0.9996807457965311,0.00031925420346942907,1.9699206036560342e-43
R02,12.700000000000001,6,0.40000000000000002,0.46666666666666667,0.99968724201731218,0.000312757982688151,1.1557673415161427e-43
R02,12.700000000000001,7,0.46666666666666667,0.53333333333333333,0.99969476661829404,0.00030523338170622974,6.2043405233490534e-44
R02,12.700000000000001,8,0.53333333333333333,0.59999999999999998,0.99970329485781972,0.0002967051421804603,3.0473638756430632e-44
R02,12.700000000000001,9,0.59999999999999998,0.66666666666666663,0.99971279869416652,0.00028720130583370857,1.3694824299769306e-44
R02,12.700000000000001,10,0.66666666666666663,0.73333333333333328,0.99972324687774927,0.00027675312225086169,5.6310848262940284e-45
R02,12.700000000000001,11,0.73333333333333328,0.80000000000000004,0.99973460505387313,0.00026539494612700038,2.1185130674199672e-45
R02,12.700000000000001,12,0.80000000000000004,0.8666666666666667,0.99974683587569435,0.00025316412430565117,7.2924548622719303e-46
R02,12.700000000000001,13,0.8666666666666667,0.93333333333333335,0.99975989912702157,0.00024010087297854994,2.2967830782143027e-46
R02,12.700000000000001,14,0.93333333333333335,1,0.99977375185454953,0.00022624814545069429,6.6186590879117773e-47
R02,12.800000000000001,0,0,0.066666666666666666,0.99968825428380947,0.00031174571619101143,2.7495597593946198e-43
R02,12.800000000000001,1,0.066666666666666666,0.13333333333333333,0.99968927933557439,0.00031072066442603113,2.5157435420063294e-43
R02,12.800000000000001,2,0.13333333333333333,0.20000000000000001,0.99969132606862932,0.00030867393137100037,2.1060698224214894e-43
R02,12.800000000000001,3,0.20000000000000001,0.26666666666666666,0.99969438775310704,0.00030561224689331279,1.6131781980909112e-43
R02,12.800000000000001,4,0.26666666666666666,0.33333333333333331,0.9996984543218761,0.00030154567812433426,1.1305638150686975e-43
R02,12.800000000000001,5,0.33333333333333331,0.40000000000000002,0.99970351240364264,0.00029648759635764665,7.2495483693597869e-44
R02,12.800000000000001,6,0.40000000000000002,0.46666666666666667,0.99970954536691736,0.00029045463308286813,4.2533383189639654e-44
R02,12.800000000000001,7,0.46666666666666667,0.53333333333333333,0.99971653337470068,0.00028346662529961635,2.2832422214110911e-44
R02,12.800000000000001,8,0.53333333333333333,0.59999999999999998,0.99972445344970895,0.0002755465502914269,1.1214427466651811e-44
R02,12.800000000000001,9,0.59999999999999998,0.66666666666666663,0.99973327954992619,0.00026672045007409748,5.039706886575309e-45
R02,12.800000000000001,10,0.66666666666666663,0.73333333333333328,0.99974298265423345,0.00025701734576687933,2.0722230966632736e-45
R02,12.800000000000001,11,0.73333333333333328,0.80000000000000004,0.99975353085783225,0.00024646914216807248,7.7959821053206277e-46
R02,12.800000000000001,12,0.80000000000000004,0.8666666666666667,0.99976488947715147,0.00023511052284878853,2.6835415060649676e-46
R02,12.800000000000001,13,0.8666666666666667,0.93333333333333335,0.99977702116389044,0.00022297883610982616,8.4517974274703885e-47
R02,12.800000000000001,14,0.93333333333333335,1,0.99978988602782359,0.00021011397217664187,2.4355290477083647e-47
R02,12.9,0,0,0.066666666666666666,0.99971048544682062,0.00028951455317992954,1.0118642442738765e-43
R02,12.9,1,0.066666666666666666,0.13333333333333333,0.99971143740025037,0.00028856259975022232,9.2581672918726511e-44
R02,12.9,2,0.13333333333333333,0.20000000000000001,0.9997133381769896,0.00028666182301094305,7.7505150893033419e-44
R02,12.9,3,0.20000000000000001,0.26666666666666666,0.9997161815270903,0.00028381847291020722,5.9366147031409513e-44
R02,12.9,4,0.26666666666666666,0.33333333333333331,0.99971995810132674,0.00028004189867364296,4.1605418862541925e-44
R02,12.9,5,0.33333333333333331,0.40000000000000002,0.99972465548193723,0.0002753445180631814,2.6678637874111649e-44
R02,12.9,6,0.40000000000000002,0.46666666666666667,0.99973025822345418,0.00026974177654618737,1.5652369944213103e-44
R02,12.9,7,0.46666666666666667,0.53333333333333333,0.9997367479034911,0.00026325209650918439,8.4023203792224641e-45
R02,12.9,8,0.53333333333333333,0.59999999999999998,0.99974410318331708,0.00025589681668316568,4.1268724066992618e-45
R02,12.9,9,0.59999999999999998,0.66666666666666663,0.99975229987802061,0.00024770012197966655,1.8545797757186069e-45
R02,12.9,10,0.66666666666666663,0.73333333333333328,0.99976131103603194,0.0002386889639683043,7.625576634216073e-46
R02,12.9,11,0.73333333333333328,0.80000000000000004,0.99977110702774297,0.00022889297225726384,2.8688153671741857e-46
R02,12.9,12,0.80000000000000004,0.8666666666666667,0.99978165564293209,0.00021834435706811879,9.8749596036981103e-47
R02,12.9,13,0.8666666666666667,0.93333333333333335,0.99979292219667482,0.00020707780332533205,3.1100760756468901e-47
R02,12.9,14,0.93333333333333335,1,0.99980486964339144,0.00019513035660868064,8.9621015809343886e-48
R02,13,0,0,0.066666666666666666,0.99973113126452229,0.00026886873547804345,3.7236772501174173e-44
R02,13,1,0.066666666666666666,0.13333333333333333,0.9997320153323942,0.00026798466760626256,3.4070178375451376e-44
R02,13,2,0.13333333333333333,0.20000000000000001,0.99973378056123219,0.00026621943876818584,2.8521946033461734e-44
R02,13,3,0.20000000000000001,0.26666666666666666,0.99973642114678374,0.00026357885321658125,2.1846720926255875e-44
R02,13,4,0.26666666666666666,0.33333333333333331,0.99973992840653381,0.00026007159346652311,1.5310723570853344e-44
R02,13,5,0.33333333333333331,0.40000000000000002,0.99974429080825389,0.00025570919174639628,9.8176490401419897e-45
R02,13,6,0.40000000000000002,0.46666666666666667,0.99974949400792168,0.00025050599207875014,5.7599884119299045e-45
R02,13,7,0.46666666666666667,0.53333333333333333,0.99975552089688458,0.00024447910311568768,3.0919896152372112e-45
R02,13,8,0.53333333333333333,0.59999999999999998,0.99976235165811644,0.00023764834188386884,1.5186467066738674e-45
R02,13,9,0.59999999999999998,0.66666666666666663,0.99976996383137595,0.00023003616862410278,6.8246093953344492e-46
R02,13,10,0.66666666666666663,0.73333333333333328,0.99977833238706038,0.0002216676129397809,2.8060874312774314e-46
R02,13,11,0.73333333333333328,0.80000000000000004,0.9997874298085031,0.00021257019149698399,1.0556671489220441e-46
R02,13,12,0.80000000000000004,0.8666666666666667,0.99979722618245326,0.00020277381754687292,3.6337523114312659e-47
R02,13,13,0.8666666666666667,0.93333333333333335,0.99980768929743213,0.00019231070256786235,1.1444222429567934e-47
R02,13,14,0.93333333333333335,1,0.99981878474964903,0.00018121525035098894,3.2977683014727761e-48
R02,13.100000000000001,0,0,0.066666666666666666,0.99975030479081806,0.0002496952091822287,1.3702921564216509e-44
R02,13.100000000000001,1,0.066666666666666666,0.13333333333333333,0.99975112581417636,0.00024887418582381131,1.2537622162825841e-44
R02,13.100000000000001,2,0.13333333333333333,0.20000000000000001,0.99975276516128464,0.00024723483871566066,1.0495887940980452e-44
R02,13.100000000000001,3,0.20000000000000001,0.26666666666666666,0.99975521744180174,0.00024478255819855555,8.0394286880853822e-45
R02,13.100000000000001,4,0.26666666666666666,0.33333333333333331,0.99975847459237888,0.0002415254076213786,5.6342118650094751e-45
R02,13.100000000000001,5,0.33333333333333331,0.40000000000000002,0.99976252590317216,0.00023747409682800096,3.6127934708844193e-45
R02,13.100000000000001,6,0.40000000000000002,0.46666666666666667,0.99976735805305794,0.00023264194694222186,2.1196056296635505e-45
R02,13.100000000000001,7,0.46666666666666667,0.53333333333333333,0.99977295515343356,0.0002270448465665523,1.1378079363292057e-45
R02,13.100000000000001,8,0.53333333333333333,0.59999999999999998,0.99977929880046124,0.00022070119953886673,5.5883657941595647e-46
R02,13.100000000000001,9,0.59999999999999998,0.66666666666666663,0.99978636813558142,0.00021363186441870403,2.5113236504981911e-46
R02,13.100000000000001,10,0.66666666666666663,0.73333333333333328,0.99979413991409793,0.00020586008590219246,1.0325773224775748e-46
R02,13.100000000000001,11,0.73333333333333328,0.80000000000000004,0.99980258858160909,0.00019741141839111416,3.8845845953317697e-47
R02,13.100000000000001,12,0.80000000000000004,0.8666666666666667,0.99981168635803275,0.00018831364196742107,1.3371151122915502e-47
R02,13.100000000000001,13,0.8666666666666667,0.93333333333333335,0.99982140332895064,0.00017859667104948735,4.2110983752251084e-48
R02,13.100000000000001,14,0.93333333333333335,1,0.99983170754396966,0.00016829245603044562,1.2134575610542767e-48
R02,13.200000000000001,0,0,0.066666666666666666,0.99976811101752827,0.00023188898247207513,5.042504414564674e-45
R02,13.200000000000001,1,0.066666666666666666,0.13333333333333333,0.9997688734921939,0.00023112650780629068,4.6136851023781079e-45
R02,13.200000000000001,2,0.13333333333333333,0.20000000000000001,0.99977039593443096,0.00022960406556932266,3.8623468384587861e-45
R02,13.200000000000001,3,0.20000000000000001,0.26666666666666666,0.99977267333829345,0.00022732666170678965,2.9583955893507169e-45
R02,13.200000000000001,4,0.26666666666666666,0.33333333333333331,0.99977569821544499,0.00022430178455526732,2.0733034466521922e-45
R02,13.200000000000001,5,0.33333333333333331,0.40000000000000002,0.99977946061978029,0.00022053938021987277,1.3294473280002876e-45
R02,13.200000000000001,6,0.40000000000000002,0.46666666666666667,0.99978394818012972,0.00021605181987045449,7.7997564504519528e-46
R02,13.200000000000001,7,0.46666666666666667,0.53333333333333333,0.99978914614093628,0.00021085385906392226,4.1869000511929062e-46
R02,13.200000000000001,8,0.53333333333333333,0.59999999999999998,0.99979503741077358,0.00020496258922646834,2.0563915257894758e-46
R02,13.200000000000001,9,0.59999999999999998,0.66666666666666663,0.999801602618545,0.00019839738145521209,9.2410369672239632e-47
R02,13.200000000000001,10,0.66666666666666663,0.73333333333333328,0.99980882017717609,0.00019117982282405328,3.7995953791978613e-47
R02,13.200000000000001,11,0.73333333333333328,0.80000000000000004,0.99981666635459687,0.00018333364540316802,1.4294067066061498e-47
R02,13.200000000000001,12,0.80000000000000004,0.8666666666666667,0.99982511535177454,0.00017488464822553701,4.9201259596902397e-48
R02,13.200000000000001,13,0.8666666666666667,0.93333333333333335,0.99983413938754284,0.00016586061245708959,1.5495255581307065e-48
R02,13.200000000000001,14,0.93333333333333335,1,0.99984370878995055,0.00015629121004939159,4.4650223400422155e-49
R02,13.300000000000001,0,0,0.066666666666666666,0.99978464744931217,0.00021535255068787066,1.8555469584871636e-45
R02,13.300000000000001,1,0.066666666666666666,0.13333333333333333,0.99978535555050074,0.0002146444494992713,1.6977482545292454e-45
R02,13.300000000000001,2,0.13333333333333333,0.20000000000000001,0.99978676942456901,0.0002132305754311254,1.4212679965515916e-45
R02,13.300000000000001,3,0.20000000000000001,0.26666666666666666,0.9997888844225542,0.0002111155774458203,1.0886292504365561e-45
R02,13.300000000000001,4,0.26666666666666666,0.33333333333333331,0.99979169359012721,0.00020830640987281481,7.6293116625679642e-46
R02,13.300000000000001,5,0.33333333333333331,0.40000000000000002,0.99979518769045794,0.00020481230954209347,4.8920630710774284e-46
R02,13.300000000000001,6,0.40000000000000002,0.46666666666666667,0.99979935523458763,0.00020064476541252553,2.8701201369278257e-46
R02,13.300000000000001,7,0.46666666666666667,0.53333333333333333,0.99980418251920522,0.00019581748079499484,1.5406693818740693e-46
R02,13.300000000000001,8,0.53333333333333333,0.59999999999999998,0.9998096536717056,0.0001903463282945133,7.5669383888097215e-47
R02,13.300000000000001,9,0.59999999999999998,0.66666666666666663,0.9998157507023806,0.00018424929761947411,3.400418357343585e-47
R02,13.300000000000001,10,0.66666666666666663,0.73333333333333328,0.99982245356357047,0.00017754643642965248,1.3981249130433344e-47
R02,13.300000000000001,11,0.73333333333333328,0.80000000000000004,0.99982974021558246,0.00017025978441745219,5.2597021943349379e-48
R02,13.300000000000001,12,0.80000000000000004,0.8666666666666667,0.9998375866991609,0.00016241330083914519,1.8104145214456668e-48
R02,13.300000000000001,13,0.8666666666666667,0.93333333333333335,0.99984596721426566,0.00015403278573438914,5.7016003199382687e-49
R02,13.300000000000001,14,0.93333333333333335,1,0.99985485420490683,0.00014514579509306111,1.6429246930107259e-49
R02,13.4,0,0,0.066666666666666666,0.99980000463759267,0.00019999536240733964,6.8279556359759861e-46
R02,13.4,1,0.066666666666666666,0.13333333333333333,0.99980066224277708,0.00019933775722280554,6.2472910206361213e-46
R02,13.4,2,0.13333333333333333,0.20000000000000001,0.99980197529087322,0.00019802470912676961,5.2299053586314902e-46
R02,13.4,3,0.20000000000000001,0.26666666666666666,0.99980393946444446,0.00019606053555552196,4.0058710666587254e-46
R02,13.4,4,0.26666666666666666,0.33333333333333331,0.99980654830508764,0.00019345169491243866,2.8073796560022111e-46
R02,13.4,5,0.33333333333333331,0.40000000000000002,0.9998097932346679,0.00019020676533209176,1.8001403928865131e-46
R02,13.4,6,0.40000000000000002,0.46666666666666667,0.99981366358352552,0.00018633641647446635,1.0561185259318505e-46
R02,13.4,7,0.46666666666666667,0.53333333333333333,0.99981814662555812,0.00018185337444202854,5.6691769997010037e-47
R02,13.4,8,0.53333333333333333,0.59999999999999998,0.99982322762006515,0.00017677237993500014,2.7843797885586231e-47
R02,13.4,9,0.59999999999999998,0.66666666666666663,0.99982888986021778,0.00017111013978243056,1.2512326684968132e-47
R02,13.4,10,0.66666666666666663,0.73333333333333328,0.99983511472799169,0.00016488527200843593,5.1445677597682245e-48
R02,13.4,11,0.73333333333333328,0.80000000000000004,0.9998418817553858,0.00015811824461423363,1.9353567096793289e-48
R02,13.4,12,0.80000000000000004,0.8666666666666667,0.9998491686917228,0.00015083130827726302,6.6615395057352283e-49
R02,13.4,13,0.8666666666666667,0.93333333333333335,0.99985695157681143,0.00014304842318868503,2.0979244566971618e-49
R02,13.4,14,0.93333333333333335,1,0.99986520481973029,0.00013479518026982533,6.045149045892753e-50
R02,13.5,0,0,0.066666666666666666,0.9998142666764025,0.00018573332359743421,2.5124822600431315e-46
R02,13.5,1,0.066666666666666666,0.13333333333333333,0.99981487738654629,0.00018512261345361768,2.2988136935511705e-46
R02,13.5,2,0.13333333333333333,0.20000000000000001,0.99981609679875649,0.00018390320124333191,1.9244441792011173e-46
R02,13.5,3,0.20000000000000001,0.26666666666666666,0.99981792090348121,0.00018207909651850817,1.4740344490343884e-46
R02,13.5,4,0.26666666666666666,0.33333333333333331,0.99982034370287798,0.00017965629712184502,1.0330247407198706e-46
R02,13.5,5,0.33333333333333331,0.40000000000000002,0.99982335723053462,0.00017664276946528903,6.6239125982097344e-47
R02,13.5,6,0.40000000000000002,0.46666666666666667,0.99982695157766421,0.00017304842233565817,3.8861472931524404e-47
R02,13.5,7,0.46666666666666667,0.53333333333333333,0.99983111492568644,0.00016888507431353863,2.0860501093691491e-47
R02,13.5,8,0.53333333333333333,0.59999999999999998,0.99983583358508743,0.00016416641491258418,1.0245450654343394e-47
R02,13.5,9,0.59999999999999998,0.66666666666666663,0.99984109204043303,0.00015890795956699668,4.60403162656736e-48
R02,13.5,10,0.66666666666666663,0.73333333333333328,0.99984687300138475,0.00015312699861519334,1.8929821105092471e-48
R02,13.5,11,0.73333333333333328,0.80000000000000004,0.99985315745955272,0.00014684254044740756,7.121243041359328e-49
R02,13.5,12,0.80000000000000004,0.8666666666666667,0.99985992475099583,0.00014007524900415961,2.4511299888009637e-49
R02,13.5,13,0.8666666666666667,0.93333333333333335,0.99986715262416892,0.00013284737583110925,7.7193071882979728e-50
R02,13.5,14,0.93333333333333335,1,0.99987481731308647,0.00012518268691369991,2.2242932134952908e-50
R02,13.600000000000001,0,0,0.066666666666666666,0.99982751166287387,0.00017248833712597706,9.2450517807956611e-47
R02,13.600000000000001,1,0.066666666666666666,0.13333333333333333,0.99982807882214908,0.00017192117785088003,8.4588215648576965e-47
R02,13.600000000000001,2,0.13333333333333333,0.20000000000000001,0.99982921127582158,0.00017078872417832753,7.0812658017502994e-47
R02,13.600000000000001,3,0.20000000000000001,0.26666666666666666,0.9998309053002683,0.00016909469973169436,5.4239096657220813e-47
R02,13.600000000000001,4,0.26666666666666666,0.33333333333333331,0.99983315532536354,0.00016684467463643448,3.8011457580782881e-47
R02,13.600000000000001,5,0.33333333333333331,0.40000000000000002,0.99983595395279501,0.00016404604720493963,2.4373457049700285e-47
R02,13.600000000000001,6,0.40000000000000002,0.46666666666666667,0.99983929198038979,0.00016070801961013212,1.4299481556215981e-47
R02,13.600000000000001,7,0.46666666666666667,0.53333333333333333,0.99984315843237215,0.00015684156762778013,7.6758066861413915e-48
R02,13.600000000000001,8,0.53333333333333333,0.59999999999999998,0.99984754059545311,0.00015245940454702568,3.769887436997887e-48
R02,13.600000000000001,9,0.59999999999999998,0.66666666666666663,0.99985242406063224,0.00014757593936779101,1.6940780462986295e-48
R02,13.600000000000001,10,0.66666666666666663,0.73333333333333328,0.99985779277057751,0.00014220722942251477,6.9652900520881765e-49
R02,13.600000000000001,11,0.73333333333333328,0.80000000000000004,0.99986362907242188,0.00013637092757800228,2.6202689724951534e-49
R02,13.600000000000001,12,0.80000000000000004,0.8666666666666667,0.99986991377580914,0.00013008622419099621,9.0189001159929482e-50
R02,13.600000000000001,13,0.8666666666666667,0.93333333333333335,0.99987662621599172,0.00012337378400832267,2.8402890036350365e-50
R02,13.600000000000001,14,0.93333333333333335,1,0.99988374432178095,0.0001162556782190926,8.1841397600059799e-51
R02,13.700000000000001,0,0,0.066666666666666666,0.99983981212488837,0.00016018787511158162,3.4018107419610119e-47
R02,13.700000000000001,1,0.066666666666666666,0.13333333333333333,0.9998403388389876,0.00015966116101229002,3.1125076438044464e-47
R02,13.700000000000001,2,0.13333333333333333,0.20000000000000001,0.99984139053529653,0.0001586094647034781,2.6056194366718887e-47
R02,13.700000000000001,3,0.20000000000000001,0.26666666666666666,0.9998429637557299,0.000157036244270058,1.9957761465620842e-47
R02,13.700000000000001,4,0.26666666666666666,0.33333333333333331,0.99984505332737816,0.00015494667262154602,1.3986625977715777e-47
R02,13.700000000000001,5,0.33333333333333331,0.40000000000000002,0.99984765237951678,0.00015234762048300796,8.9683882113901527e-48
R02,13.700000000000001,6,0.40000000000000002,0.46666666666666667,0.99985075236619636,0.00014924763380341283,5.2615797995011707e-48
R02,13.700000000000001,7,0.46666666666666667,0.53333333333333333,0.99985434309434407,0.00014565690565567971,2.8243484739570455e-48
R02,13.700000000000001,8,0.53333333333333333,0.59999999999999998,0.99985841275727894,0.00014158724272081245,1.3871416122835795e-48
R02,13.700000000000001,9,0.59999999999999998,0.66666666666666663,0.99986294797353348,0.00013705202646632639,6.2333826460109994e-49
R02,13.700000000000001,10,0.66666666666666663,0.73333333333333328,0.99986793383085315,0.00013206616914661603,2.5628744546518323e-49
R02,13.700000000000001,11,0.73333333333333328,0.80000000000000004,0.9998733539352298,0.00012664606476993898,9.6412103320221677e-50
R02,13.700000000000001,12,0.80000000000000004,0.8666666666666667,0.99987919046480656,0.0001208095351932419,3.3184603272185922e-50
R02,13.700000000000001,13,0.8666666666666667,0.93333333333333335,0.99988542422847781,0.00011457577152207404,1.0450637307750465e-50
R02,13.700000000000001,14,0.93333333333333335,1,0.99989203472899157,0.00010796527100827153,3.0112741858966989e-51
R02,13.800000000000001,0,0,0.066666666666666666,0.99985123541822984,0.00014876458177008649,1.2517159897538995e-47
R02,13.800000000000001,1,0.066666666666666666,0.13333333333333333,0.99985172457137361,0.00014827542862638608,1.1452646557457737e-47
R02,13.800000000000001,2,0.13333333333333333,0.20000000000000001,0.9998527012692755,0.00014729873072449702,9.5875132337790012e-48
R02,13.800000000000001,3,0.20000000000000001,0.26666666666666666,0.9998541623004531,0.00014583769954690714,7.3435517619895566e-48
R02,13.800000000000001,4,0.26666666666666666,0.33333333333333331,0.99985610286088655,0.00014389713911339754,5.1464341417822134e-48
R02,13.800000000000001,5,0.33333333333333331,0.40000000000000002,0.99985851656981506,0.00014148343018493504,3.2999455158293685e-48
R02,13.800000000000001,6,0.40000000000000002,0.46666666666666667,0.99986139549071695,0.00013860450928307794,1.9360083866449939e-48
R02,13.800000000000001,7,0.46666666666666667,0.53333333333333333,0.99986473015740596,0.00013526984259388245,1.039220845934686e-48
R02,13.800000000000001,8,0.53333333333333333,0.59999999999999998,0.99986850960515783,0.00013149039484211574,5.1039765068274348e-49
R02,13.800000000000001,9,0.59999999999999998,0.66666666666666663,0.99987272140676176,0.00012727859323812069,2.2935581518332656e-49
R02,13.800000000000001,10,0.66666666666666663,0.73333333333333328,0.9998773517133841,0.00012264828661587865,9.4299896003397522e-50
R02,13.800000000000001,11,0.73333333333333328,0.80000000000000004,0.99988238530010332,0.00011761469989662841,3.5474245758762024e-50
R02,13.800000000000001,12,0.80000000000000004,0.8666666666666667,0.99988780561597213,0.00011219438402776959,1.2210003823939978e-50
R02,13.800000000000001,13,0.8666666666666667,0.93333333333333335,0.9998935948384382,0.00010640516156165676,3.8452035673948497e-51
R02,13.800000000000001,14,0.93333333333333335,1,0.99989973393194664,0.00010026606805322635,1.1079600347067846e-51
R02,13.9,0,0,0.066666666666666666,0.99986184409541723,0.00013815590458274762,4.6057108664012991e-48
R02,13.9,1,0.066666666666666666,0.13333333333333333,0.99986229836614648,0.00013770163385349655,4.2140193353912411e-48
R02,13.9,2,0.13333333333333333,0.20000000000000001,0.99986320541391649,0.00013679458608356363,3.5277372712693153e-48
R02,13.9,3,0.20000000000000001,0.26666666666666666,0.99986456225626141,0.00013543774373868693,2.7020650866405175e-48
R02,13.9,4,0.26666666666666666,0.33333333333333331,0.99986636443174493,0.00013363556825512091,1.8936305562657578e-48
R02,13.9,5,0.33333333333333331,0.40000000000000002,0.99986860601463012,0.00013139398536997848,1.2142122009995249e-48
R02,13.9,6,0.40000000000000002,0.46666666666666667,0.99987127963436329,0.00012872036563680203,7.1235069512768548e-49
R02,13.9,7,0.46666666666666667,0.53333333333333333,0.99987437649980959,0.00012562350019043004,3.823781539232017e-49
R02,13.9,8,0.53333333333333333,0.59999999999999998,0.99987788642815922,0.0001221135718408479,1.8779858133397665e-49
R02,13.9,9,0.59999999999999998,0.66666666666666663,0.99988179787840903,0.00011820212159106803,8.4390125654953656e-50
R02,13.9,10,0.66666666666666663,0.73333333333333328,0.99988609798931094,0.00011390201068913313,3.4696938268383342e-50
R02,13.9,11,0.73333333333333328,0.80000000000000004,0.99989077262166104,0.00010922737833901846,1.3052418893353303e-50
R02,13.9,12,0.80000000000000004,0.8666666666666667,0.9998958064047907,0.00010419359520948466,4.4925339121653655e-51
R02,13.9,13,0.8666666666666667,0.93333333333333335,0.99990118278710638,9.8817212893748447e-05,1.4147916162199875e-51
R02,13.9,14,0.93333333333333335,1,0.99990688409051409,9.3115909486153197e-05,4.0765677717148018e-52
R02,14,0,0,0.066666666666666666,0.99987169624823347,0.00012830375176650595,1.6946620383494054e-48
R02,14,1,0.066666666666666666,0.13333333333333333,0.99987211812407772,0.00012788187592228017,1.5505392494680757e-48
R02,14,2,0.13333333333333333,0.20000000000000001,0.99987296048859542,0.0001270395114047063,1.2980221218672591e-48
R02,14,3,0.20000000000000001,0.26666666666666666,0.9998742205720057,0.00012577942799437997,9.9421680275219776e-49
R02,14,4,0.26666666666666666,0.33333333333333331,0.99987589423102574,0.00012410576897429337,6.9675451440122462e-49
R02,14,5,0.33333333333333331,0.40000000000000002,0.99987797596249373,0.00012202403750629737,4.4676402270665168e-49
R02,14,6,0.40000000000000002,0.46666666666666667,0.99988045892146404,0.00011954107853614316,2.6210562027824596e-49
R02,14,7,0.46666666666666667,0.53333333333333333,0.99988333494371351,0.00011666505628660118,1.406935723844272e-49
R02,14,8,0.53333333333333333,0.59999999999999998,0.99988659457258744,0.00011340542741266271,6.909904148021715e-50
R02,14,9,0.59999999999999998,0.66666666666666663,0.9998902270900929,0.00010977290990709195,3.1050579668098796e-50
R02,14,10,0.66666666666666663,0.73333333333333328,0.9998942205521415,0.00010577944785857089,1.2766370150068158e-50
R02,14,11,0.73333333333333328,0.80000000000000004,0.99989856182782177,0.00010143817217831532,4.8024773526859391e-51
R02,14,12,0.80000000000000004,0.8666666666666667,0.99990323664257574,9.6763357424297335e-05,1.652964701601174e-51
R02,14,13,0.8666666666666667,0.93333333333333335,0.99990822962513493,9.1770374865040197e-05,5.2054999028549423e-52
R02,14,14,0.93333333333333335,1,0.99991352435806269,8.6475641937317161e-05,1.499899794251187e-52
R02,14.100000000000001,0,0,0.066666666666666666,0.99988084582582926,0.00011915417417068436,6.2354156375239618e-49
R02,14.100000000000001,1,0.066666666666666666,0.13333333333333333,0.99988123761692749,0.00011876238307237914,5.7051214537142014e-49
R02,14.100000000000001,2,0.13333333333333333,0.20000000000000001,0.999882019910875,0.00011798008912492806,4.7759950904234834e-49
R02,14.100000000000001,3,0.20000000000000001,0.26666666666666666,0.99988319013540916,0.00011680986459075503,3.6581570701455867e-49
R02,14.100000000000001,4,0.26666666666666666,0.33333333333333331,0.99988474444271236,0.00011525555728768678,2.5636594902788939e-49
R02,14.100000000000001,5,0.33333333333333331,0.40000000000000002,0.99988667772206319,0.00011332227793693484,1.6438336676334924e-49
R02,14.100000000000001,6,0.40000000000000002,0.46666666666666667,0.99988898361664158,0.00011101638335852195,9.6439505011621614e-50
R02,14.100000000000001,7,0.46666666666666667,0.53333333333333333,0.99989165454443063,0.0001083454555694084,5.1766844435613865e-50
R02,14.100000000000001,8,0.53333333333333333,0.59999999999999998,0.99989468172314711,0.00010531827685304567,2.5424246702973271e-50
