scenario_id,tau_left,tau_right,integral_J_u,integral_J_v,integral_q_body
L02,5.6000000000000005,5.7000000000000002,-0.020226282010364138,0.020226282010364138,0.020153052936776827
L02,5.7000000000000002,5.8000000000000007,-0.020208525729764171,0.020208525729764171,0.019879199712137252
L02,5.8000000000000007,5.9000000000000004,-0.02018203137379615,0.02018203137379615,0.019599416391730573
L02,5.9000000000000004,6,-0.020146962163371418,0.020146962163371418,0.019313373553024871
L02,6,6.1000000000000005,-0.020103476976839563,0.020103476976839563,0.019020753354089592
L02,6.1000000000000005,6.2000000000000002,-0.020051730572730686,0.020051730572730686,0.018721250371389608
L02,6.2000000000000002,6.3000000000000007,-0.019991873753899436,0.019991873753899436,0.01841457246085465
L02,6.3000000000000007,6.4000000000000004,-0.019924053682709442,0.019924053682709442,0.01810044011487788
L02,6.4000000000000004,6.5,-0.019848413680450427,0.019848413680450427,0.017778588483551516
L02,6.5,6.6000000000000005,-0.019765093333066419,0.019765093333066419,0.017448767544358201
L02,6.6000000000000005,6.7000000000000002,-0.019674228405536676,0.019674228405536676,0.017110742906875975
L02,6.7000000000000002,6.8000000000000007,-0.019575950686356425,0.019575950686356425,0.016764296832215697
L02,6.8000000000000007,6.9000000000000004,-0.019470387761941765,0.019470387761941765,0.01640922955585955
L02,6.9000000000000004,7,-0.01935766272621553,0.01935766272621553,0.016045361012994253
L02,7,7.1000000000000005,-0.019237893834202158,0.019237893834202158,0.01567253307541705
L02,7.1000000000000005,7.2000000000000002,-0.019111194112221952,0.019111194112221952,0.015290612418195515
L02,7.2000000000000002,7.3000000000000007,-0.018977670941285663,0.018977670941285663,0.014899494141291214
L02,7.3000000000000007,7.4000000000000004,-0.018837425634550264,0.018837425634550264,0.014499106275137841
L02,7.4000000000000004,7.5,-0.018690553034175439,0.018690553034175439,0.014089415298021546
L02,7.5,7.6000000000000005,-0.018537141157328962,0.018537141157328962,0.01367043278506852
L02,7.6000000000000005,7.7000000000000002,-0.01837727088940877,0.01837727088940877,0.013242223752117699
L02,7.7000000000000002,7.8000000000000007,-0.01821101594023733,0.018211015940237774,0.012804914720718541
L02,7.8000000000000007,7.9000000000000004,-0.018038442779992447,0.018038442779992447,0.012358704877974525
L02,7.9000000000000004,8,-0.01785961084825316,0.01785961084825316,0.01190387818327987
L02,8,8.0999999999999996,-0.017674573061653209,0.017674573061653209,0.011440816164167256
L02,8.0999999999999996,8.2000000000000011,-0.017483376597348776,0.017483376597348776,0.010970011930021339
L02,8.2000000000000011,8.3000000000000007,-0.017286064027454806,0.017286064027454806,0.010492084828616743
L02,8.3000000000000007,8.4000000000000004,-0.017082674846643275,0.017082674846643275,0.010007795260391195
L02,8.4000000000000004,8.5,-0.016873247429563198,0.016873247429563198,0.0095180590017047706
L02,8.5,8.5999999999999996,-0.016657821445227983,0.016657821445227983,0.0090239602146839903
L02,8.5999999999999996,8.7000000000000011,-0.016436440742488179,0.016436440742488179,0.0085267621488671619
L02,8.7000000000000011,8.8000000000000007,-0.016209156703608008,0.016209156703608008,0.0080279143852846069
L02,8.8000000000000007,8.9000000000000004,-0.01597603204175857,0.01597603204175857,0.0075290553578004626
L02,8.9000000000000004,9,-0.015737144992929553,0.015737144992929553,0.0070320088347728404
L02,9,9.0999999999999996,-0.015492593823871026,0.015492593823871026,0.0065387730840991143
L02,9.0999999999999996,9.2000000000000011,-0.015242501516995688,0.015242501516995688,0.0060515021409042191
L02,9.2000000000000011,9.3000000000000007,-0.014987020635735426,0.01498702063573587,0.0055724757966642002
L02,9.3000000000000007,9.4000000000000004,-0.014726337909384712,0.014726337909384712,0.0051040626460387983
L02,9.4000000000000004,9.5,-0.014460678590250797,0.014460678590250797,0.0046486724911884991
L02,9.5,9.6000000000000014,-0.014190310266198658,0.014190310266198658,0.0042087002436512755
L02,9.6000000000000014,9.7000000000000011,-0.013915545878588231,0.013915545878588231,0.0037864633427593386
L02,9.7000000000000011,9.8000000000000007,-0.013636745716738119,0.013636745716738119,0.0033841351007897202
L02,9.8000000000000007,9.9000000000000004,-0.013354318165093471,0.013354318165093471,0.0030036772625408048
L02,9.9000000000000004,10,-0.013068719014397878,0.013068719014397878,0.0026467755892312095
L02,10,10.100000000000001,-0.012776746915441617,0.012776746915441617,0.0022945298987493423
L02,10.100000000000001,10.200000000000001,-0.012475050665410992,0.012475050665410992,0.0019602890968561937
L02,10.200000000000001,10.300000000000001,-0.01216938784624344,0.01216938784624344,0.0016675368321830142
L02,10.300000000000001,10.4,-0.01186205922329675,0.01186205922329675,0.0014122930308968495
L02,10.4,10.5,-0.011554517100358819,0.011554517100358819,0.001190826081354901
L02,10.5,10.600000000000001,-0.011247921624292223,0.011247921624292223,0.00099962878236992125
L02,10.600000000000001,10.700000000000001,-0.010943260120886089,0.010943260120886089,0.00083541002523834784
L02,10.700000000000001,10.800000000000001,-0.010641387198695673,0.010641387198695673,0.00069509476325468889
L02,10.800000000000001,10.9,-0.010343043185772727,0.010343043185772727,0.00057582754973761752
L02,10.9,11,-0.010048865526641526,0.010048865526641526,0.00047497647272010113
L02,11,11.100000000000001,-0.0097593975292846746,0.0097593975292846746,0.00039013543406696272
L02,11.100000000000001,11.200000000000001,-0.0094750959811711333,0.0094750959811711333,0.00031912359970887039
L02,11.200000000000001,11.300000000000001,-0.0091963382391817561,0.0091963382391817561,0.00025998152937312113
L02,11.300000000000001,11.4,-0.0089234290522317572,0.0089234290522317572,0.00021096399594422444
L02,11.4,11.5,-0.0086566072163178909,0.0086566072163178909,0.00017052984548304728
L02,11.5,11.600000000000001,-0.0083960520783319392,0.0083960520783319392,0.00013732945256439422
L02,11.600000000000001,11.700000000000001,-0.0081418898603182743,0.0081418898603182743,0.00011019041913074012
L02,11.700000000000001,11.800000000000001,-0.0078941997546686515,0.0078941997546686515,8.8102175800131022e-05
L02,11.800000000000001,11.9,-0.0076530197347881579,0.0076530197347881579,7.0200098062356275e-05
