scenario_id,tau,xi,u,v,f
base,1.1,0.9666666666666667,0.5548961482442278,0.4451038517557721,0.4854207253096066
base,1.2000000000000002,0.03333333333333333,0.3653160988951313,0.6346839011048684,0.538844221540782
base,1.2000000000000002,0.1,0.3670023668635951,0.6329976331364044,0.5381558329370167
base,1.2000000000000002,0.16666666666666666,0.37038203133996295,0.6296179686600367,0.5367743854734315
base,1.2000000000000002,0.23333333333333334,0.37546927372547767,0.6245307262745219,0.5346906235140709
base,1.2000000000000002,0.3,0.38228517477655755,0.6177148252234419,0.5318908788781551
base,1.2000000000000002,0.36666666666666664,0.39085747900293216,0.6091425209970673,0.5283573376987478
base,1.2000000000000002,0.43333333333333335,0.4012202706674548,0.5987797293325448,0.5240684101379907
base,1.2000000000000002,0.5,0.4134135531775194,0.5865864468224803,0.5189992142104466
base,1.2000000000000002,0.5666666666666667,0.4274827219478004,0.5725172780521993,0.5131221868641497
base,1.2000000000000002,0.6333333333333333,0.44347791938718983,0.5565220806128099,0.5064078366335647
base,1.2000000000000002,0.7,0.4614532596294576,0.5385467403705422,0.4988256523468583
base,1.2000000000000002,0.7666666666666667,0.4814659101236871,0.5185340898763129,0.49034518122943516
base,1.2000000000000002,0.8333333333333334,0.5035750173904021,0.49642498260959794,0.4809372869394015
base,1.2000000000000002,0.9,0.527840465321048,0.472159534678952,0.4705755932140643
base,1.2000000000000002,0.9666666666666667,0.5543214565600386,0.4456785434399615,0.4592381115146183
base,1.3,0.03333333333333333,0.36493411952511534,0.6350658804748843,0.5195332629023282
base,1.3,0.1,0.3666457103749567,0.633354289625043,0.5187813674818077
base,1.3,0.16666666666666666,0.370075310724838,0.6299246892751618,0.5172734474253138
base,1.3,0.23333333333333334,0.3752356744087987,0.624764325591201,0.5150013484139373
base,1.3,0.3,0.38214572155983184,0.6178542784401676,0.5119531019199289
base,1.3,0.36666666666666664,0.39083028045637674,0.6091697195436228,0.5081132480769781
base,1.3,0.43333333333333335,0.4013197344654822,0.5986802655345174,0.5034632779347445
base,1.3,0.5,0.4136495668450869,0.5863504331549128,0.4979822042353971
base,1.3,0.5666666666666667,0.42785979482889425,0.5721402051711054,0.49164727088399574
base,1.3,0.6333333333333333,0.4439942834414671,0.5560057165585327,0.48443481138168765
base,1.3,0.7,0.46209992899717756,0.5379000710028223,0.4763212653732718
base,1.3,0.7666666666666667,0.4822257023633746,0.5177742976366252,0.46728435982335637
base,1.3,0.8333333333333334,0.5044215429728558,0.49557845702714404,0.45730445685816556
base,1.3,0.9,0.5287370964236089,0.471262903576391,0.4463660636865864
base,1.3,0.9666666666666667,0.5552202914794906,0.4447797085205094,0.43445949098890596
base,1.4000000000000001,0.03333333333333333,0.3663711869934786,0.6336288130065213,0.5008863302082964
base,1.4000000000000001,0.1,0.36810132430109876,0.6318986756989011,0.5000753324939514
base,1.4000000000000001,0.16666666666666666,0.37156734087773596,0.628432659122264,0.49844984812239146
base,1.4000000000000001,0.23333333333333334,0.37678063029455966,0.6232193697054402,0.4960030204949254
base,1.4000000000000001,0.3,0.3837580553232019,0.616241944676798,0.4927248700230552
base,1.4000000000000001,0.36666666666666664,0.3925216701267803,0.6074783298732196,0.4886026661662597
base,1.4000000000000001,0.43333333333333335,0.40309834221782925,0.5969016577821706,0.48362143234518806
base,1.4000000000000001,0.5,0.41551926808510986,0.5844807319148899,0.47776459013977296
base,1.4000000000000001,0.5666666666666667,0.42981937544722315,0.5701806245527767,0.4710147492474487
base,1.4000000000000001,0.6333333333333333,0.4460366045746835,0.5539633954253163,0.4633546486469272
base,1.4000000000000001,0.7,0.4642110611551395,0.5357889388448602,0.4547682520161371
base,1.4000000000000001,0.7666666666666667,0.4843840338930132,0.5156159661069868,0.4452419964159678
base,1.4000000000000001,0.8333333333333334,0.5065968715778774,0.49340312842212264,0.4347661873211606
base,1.4000000000000001,0.9,0.5308897168685585,0.46911028313144165,0.4233365250590352
base,1.4000000000000001,0.9666666666666667,0.5573000976548872,0.4426999023451127,0.41095573750943243
base,1.5,0.03333333333333333,0.3692866959084683,0.6307133040915314,0.48280238111867635
base,1.5,0.1,0.3710297904063079,0.6289702095936918,0.48193694193898406
base,1.5,0.16666666666666666,0.3745210717995163,0.6254789282004833,0.4802033004525286
base,1.5,0.23333333333333334,0.37977062863146005,0.6202293713685396,0.4775960663663186
base,1.5,0.3,0.386793351666573,0.6132066483334265,0.47410749551046505
base,1.5,0.36666666666666664,0.3956086395333812,0.6043913604666185,0.46972790296197786
base,1.5,0.43333333333333335,0.40624000000904925,0.5937599999909505,0.46444621919274276
base,1.5,0.5,0.4187145421157821,0.5812854578842177,0.458250692416096
base,1.5,0.5666666666666667,0.4330623536612478,0.5669376463387521,0.4511297393453746
base,1.5,0.6333333333333333,0.4493157587928294,0.5506842412071705,0.44307294441879874
base,1.5,0.7,0.4675084506677377,0.5324915493322622,0.4340722039425371
base,1.5,0.7666666666666667,0.4876744955912078,0.512325504408792,0.4241230063398883
base,1.5,0.8333333333333334,0.5098472070650666,0.4901527929349333,0.4132258326068679
base,1.5,0.9,0.534057891228634,0.465942108771366,0.40138765209748795
base,1.5,0.9666666666666667,0.5603344692484753,0.4396655307515248,0.3886234779738317
base,1.6,0.03333333333333333,0.37341583379436916,0.6265841662056306,0.46520653873018436
base,1.6,0.1,0.3751672075377799,0.6248327924622199,0.4642914943883795
base,1.6,0.16666666666666666,0.37867442081927116,0.6213255791807286,0.46245944044085835
base,1.6,0.23333333333333334,0.38394630411614206,0.6160536958838578,0.4597065941347618
base,1.6,0.3,0.39099584925769626,0.6090041507423036,0.45602765129825473
base,1.6,0.36666666666666664,0.399839901757318,0.6001600982426819,0.45141623149317134
base,1.6,0.43333333333333335,0.4104987458673299,0.5895012541326701,0.44586547280053734
base,1.6,0.5,0.422995578887038,0.5770044211129619,0.439368775794001
base,1.6,0.5666666666666667,0.4373558711216013,0.5626441288783985,0.4319206942557632
base,1.6,0.6333333333333333,0.45360660826297605,0.5463933917370238,0.42351796695187294
base,1.6,0.7,0.47177541395522266,0.528224586044777,0.4141606801077231
base,1.6,0.7666666666666667,0.4918895520222878,0.508110447977712,0.40385354396641704
base,1.6,0.8333333333333334,0.513974810372748,0.4860251896272516,0.3926072589179269
base,1.6,0.9,0.5380542720252949,0.4619457279747047,0.38043993723299896
base,1.6,0.9666666666666667,0.5641469830565393,0.4358530169434602,0.3673785356765049
base,1.7000000000000002,0.03333333333333333,0.3785513855067149,0.6214486144932851,0.4480436992674409
base,1.7000000000000002,0.1,0.3803070634166026,0.6196929365833974,0.4470839957035685
base,1.7000000000000002,0.16666666666666666,0.38382227865881197,0.616177721341188,0.445163479965461
base,1.7000000000000002,0.23333333333333334,0.38910464517657384,0.610895354823426,0.4422800912837954
base,1.7000000000000002,0.3,0.396165320860821,0.6038346791391787,0.438431129213657
base,1.7000000000000002,0.36666666666666664,0.40501868986805284,0.594981310131947,0.4336137210442206
base,1.7000000000000002,0.43333333333333335,0.41568193592891184,0.5843180640710881,0.42782544181398896
base,1.7000000000000002,0.5,0.4281745045941906,0.5718254954058092,0.4210650826147187
base,1.7000000000000002,0.5666666666666667,0.44251745262702136,0.5574825473729783,0.4133335598578428
base,1.7000000000000002,0.6333333333333333,0.4587326835314135,0.5412673164685862,0.4046349539581789
base,1.7000000000000002,0.7,0.47684206960713305,0.5231579303928666,0.39497766031982184
base,1.7000000000000002,0.7666666666666667,0.4968664630264199,0.5031335369735797,0.3843756285325721
base,1.7000000000000002,0.8333333333333334,0.5188246013055186,0.48117539869448106,0.37284965736655895
base,1.7000000000000002,0.9,0.542731916226588,0.4572680837734116,0.3604287037094537
base,1.7000000000000002,0.9666666666666667,0.5685992597398148,0.4314007402601847,0.3471511534424161
base,1.8,0.03333333333333333,0.38453016097000126,0.6154698390299984,0.4312737945326186
base,1.8,0.1,0.386286712679354,0.6137132873206457,0.4302744326500855
base,1.8,0.16666666666666666,0.38980308771827255,0.6101969122817272,0.42827550276358484
base,1.8,0.23333333333333334,0.39508572171759326,0.6049142782824062,0.42527675442558655
base,1.8,0.3,0.4021439986803283,0.5978560013196712,0.421278215032591
base,1.8,0.36666666666666664,0.4109899265823571,0.5890100734176424,0.4162806692605923
base,1.8,0.43333333333333335,0.4216377033802873,0.5783622966197122,0.41028629044072384
base,1.8,0.5,0.4341031728123291,0.5658968271876704,0.40329941556933335
base,1.8,0.5666666666666667,0.4484031700156027,0.5515968299843969,0.395327451698369
base,1.8,0.6333333333333333,0.4645547581360869,0.5354452418639128,0.3863818963882347
base,1.8,0.7,0.482574358859058,0.5174256411409417,0.3764794486568195
base,1.8,0.7666666666666667,0.5024767822026184,0.4975232177973812,0.3656431794653695
base,1.8,0.8333333333333334,0.5242741640299188,0.4757258359700809,0.35390372242523754
base,1.8,0.9,0.547974823541075,0.4520251764589248,0.3413004364460406
base,1.8,0.9666666666666667,0.5735820574440801,0.4264179425559197,0.32788248303347106
base,1.9000000000000001,0.03333333333333333,0.39122278567810076,0.6087772143218989,0.4148682437119134
base,1.9000000000000001,0.1,0.39297720518720936,0.6070227948127902,0.4138342331985591
base,1.9000000000000001,0.16666666666666666,0.3964887457263286,0.6035112542736709,0.41176694179358253
base,1.9000000000000001,0.23333333333333334,0.40176270109498036,0.5982372989050193,0.4086679924322717
base,1.9000000000000001,0.3,0.40880673882412666,0.5911932611758728,0.4045402262962956
base,1.9000000000000001,0.36666666666666664,0.41763057230664424,0.5823694276933553,0.3993881838293964
base,1.9000000000000001,0.43333333333333335,0.42824552384705994,0.5717544761529396,0.39321873347262987
base,1.9000000000000001,0.5,0.44066397944735614,0.5593360205526434,0.3860418358420036
base,1.9000000000000001,0.5666666666666667,0.4548987371321928,0.5451012628678069,0.37787142628779924
base,1.9000000000000001,0.6333333333333333,0.47096225209835474,0.5290377479016449,0.3687263930338493
base,1.9000000000000001,0.7,0.4888657840152414,0.5111342159847583,0.3586316214065076
base,1.9000000000000001,0.7666666666666667,0.5086184544453813,0.4913815455546183,0.34761906716524216
base,1.9000000000000001,0.8333333333333334,0.5302262256000743,0.46977377439992535,0.3357288139329553
base,1.9000000000000001,0.9,0.5536908154524934,0.4463091845475061,0.32301006166859
base,1.9000000000000001,0.9666666666666667,0.579008568498343,0.4209914315016566,0.3095219856939181
base,2.0,0.03333333333333333,0.39852596280450214,0.6014740371954974,0.39880727005192584
base,2.0,0.1,0.4002755767335973,0.5997244232664021,0.3977435898085497
base,2.0,0.16666666666666666,0.40377695343252884,0.5962230465674706,0.3956179158090083
base,2.0,0.23333333333333334,0.40903428076181025,0.5909657192381892,0.3924337831307398
base,2.0,0.3,0.41605356625264034,0.5839464337473592,0.3881968961698254
base,2.0,0.36666666666666664,0.4248423089212315,0.5751576910787679,0.3829156008084369
base,2.0,0.43333333333333335,0.43540906354544223,0.5645909364545572,0.37660149668380094
base,2.0,0.5,0.44776289961501187,0.5522371003849876,0.36927017345650837
base,2.0,0.5666666666666667,0.46191275846975927,0.5380872415302402,0.36094204948919234
base,2.0,0.6333333333333333,0.4778667139030486,0.522133286096951,0.3516432851174929
base,2.0,0.7,0.4956311437765877,0.5043688562234119,0.34140673581632397
base,2.0,0.7666666666666667,0.5152098229816224,0.4847901770183771,0.3302729032683862
base,2.0,0.8333333333333334,0.5366029513644662,0.4633970486355333,0.31829083502135536
base,2.0,0.9,0.5598061339347237,0.44019386606527583,0.30551891664249764
base,2.0,0.9666666666666667,0.5848093346572634,0.41519066534273624,0.2920254947817983
base,2.1,0.03333333333333333,0.40635656883121773,0.5936434311687817,0.3830778529226822
base,2.1,0.1,0.4080989664328591,0.5919010335671404,0.38198941675187603
base,2.1,0.16666666666666666,0.4115853753549322,0.5884146246450672,0.37981519727773827
base,2.1,0.23333333333333334,0.41681891365529367,0.5831810863447058,0.3765606572991437
base,2.1,0.3,0.42380398561175964,0.5761960143882399,0.3722343792050897
base,2.1,0.36666666666666664,0.43254595624513825,0.5674540437548613,0.36684851809703806
base,2.1,0.43333333333333335,0.44305072080453434,0.5569492791954651,0.36041938421991354
base,2.1,0.5,0.45532417275888126,0.5446758272411181,0.3529681350405348
base,2.1,0.5666666666666667,0.4693715754212435,0.5306284245787558,0.3445215512756912
base,2.1,0.6333333333333333,0.4851968443269043,0.5148031556730952,0.33511286465704226
base,2.1,0.7,0.5028017499179962,0.49719825008200336,0.3247825984003556
base,2.1,0.7666666666666667,0.5221850529461851,0.47781494705381444,0.313579374540507
base,2.1,0.8333333333333334,0.5433415882365011,0.4566584117634984,0.3015606359750109
base,2.1,0.9,0.5662613159546548,0.4337386840453449,0.28879322585830436
base,2.1,0.9666666666666667,0.5909283631244664,0.40907163687553316,0.2753537636732796
base,2.2,0.03333333333333333,0.4146471206497726,0.585352879350227,0.3676721509383545
base,2.2,0.1,0.41638010047164237,0.583619899528357,0.36656377752570113
base,2.2,0.16666666666666666,0.4198471567089568,0.5801528432910428,0.36435064845223053
base,2.2,0.23333333333333334,0.4250503745851787,0.5749496254148208,0.36104014789880545
base,2.2,0.3,0.4319926129999383,0.5680073870000611,0.3566437184343145
base,2.2,0.36666666666666664,0.44067718462559663,0.5593228153744028,0.35117728532277526
base,2.2,0.43333333333333335,0.4511074343417778,0.5488925656582216,0.3446617964480721
base,2.2,0.5,0.46328622080035403,0.5367137791996455,0.33712385500913133
base,2.2,0.5666666666666667,0.4772153077352601,0.5227846922647394,0.32859641572034115
