scenario_id,tau,u_core,u_surface,carbon_mean,carbon_max,co2_body,co2_generated,co2_net_out,u_res,v_res
base,14.9,0.9993917500650626,0.9996035822310118,5.073958527648162e-06,6.784748020240631e-06,0.0005360714524536517,1.9999898520829462,1.9994537806304864,,
base,15.0,0.999434056948612,0.9996311471334118,4.5913527480549656e-06,6.1394544600423e-06,0.0004987895260452511,1.9999908172945058,1.9994920277684538,,
base,15.100000000000001,0.9994734484508105,0.9996568133032969,4.154634233461909e-06,5.555511722327911e-06,0.0004640762653922232,1.9999916907315352,1.9995276144661351,,
base,15.200000000000001,0.9995101228176643,0.9996807097789279,3.7594423471386927e-06,5.0270904953715566e-06,0.00043175704453167935,1.9999924811153083,1.999560724070769,,
base,15.3,0.9995442650746018,0.999702957000743,3.401830458776857e-06,4.548914783569508e-06,0.00040166887863994443,1.9999931963390847,1.9995915274604366,,
base,15.4,0.9995760478823528,0.9997236673672211,3.0782266979417314e-06,4.116209475058267e-06,0.0003736596708302254,1.9999938435466076,1.9996201838757677,,
base,15.5,0.9996056323400087,0.9997429457565241,2.7853984185942233e-06,3.7246528640320198e-06,0.00034758750538698487,1.9999944292031657,1.9996468416977697,,
base,15.600000000000001,0.9996331687382629,0.9997608900158399,2.5204200252372e-06,3.3703336617127335e-06,0.0003233199848105315,1.999994959159952,1.9996716391751326,,
base,15.700000000000001,0.9996587972656756,0.9997775914202722,2.280643843917532e-06,3.0497120734268884e-06,0.0003007336081685991,1.9999954387123142,1.9996947051041365,,
base,15.8,0.9996826486706845,0.9997931351030278,2.063673750971208e-06,2.7595845587353753e-06,0.0002797131883720644,1.999995872652501,1.9997161594641186,,
base,15.9,0.9997048448819313,0.9998076004585718,1.8673412993090439e-06,2.497051927409328e-06,0.0002601513061091514,1.9999962653174048,1.9997361140112846,,
base,16.0,0.9997254995893659,0.9998210615203315,1.6896841064535807e-06,2.259490456573262e-06,0.00024194779828617363,1.9999966206317912,1.9997546728334945,,
base,16.1,0.9997447187884414,0.9998335873144535,1.5289262906818411e-06,2.0445257438499463e-06,0.0002250092789329109,1.9999969421474226,1.9997719328684789,,
base,16.2,0.9997626012896128,0.99984524219104,1.3834607617122258e-06,1.850009038114447e-06,0.00020924869063706868,1.99999723307848,1.999787984387833,,
base,16.3,0.9997792391952157,0.9998560861342121,1.2518331905814444e-06,1.6739958137423794e-06,0.0001945848846743314,1.9999974963336222,1.9998029114489388,,
base,16.400000000000002,0.9997947183457083,0.9998661750522843,1.1327274998709892e-06,1.5147263762607187e-06,0.00018094222809927557,1.9999977345450037,1.9998167923168948,,
base,16.5,0.9998091187371376,0.9998755610492502,1.024952730406197e-06,1.3706083072693224e-06,0.00016825023615648713,1.9999979500945446,1.9998296998583776,,
